username	date	retweets	favorites	text	geo	mentions	hashtags	id	permalink	score	sentiment
RadioTricolorFM	05/10/2014 20:58	0	0	tse  y  son los candidatos que iran a segunda vuelta el  de octubre  		@dilmabr @AecioNeves		5,19E+17	https://twitter.com/RadioTricolorFM/status/518913022430314496	-0.1	Negativo
desacocheiodos	05/10/2014 20:57	0	0	  kkk realmente  la na terra natal do queijo pra governador o queijo ficou podre  podre vai saber ne    		@DecioNeves @AecioNeves		5,19E+17	https://twitter.com/desacocheiodos/status/518913000615718913	0.2	Positivo
gimariano	05/10/2014 20:57	0	0	estamos quase la      estamosmudandoobrasil aecioneves sou queremosumpaismaisjusto  fb.me/siqxko			#estamosmudandooBrasil #aecioneves #sou45 #queremosumpaismaisjusto	5,19E+17	https://twitter.com/gimariano/status/518912978469392384	0.0	Neutro
doFuturoBrasil	05/10/2014 20:57	0	0	 e a novidade    e o greenreaction estamos juntos rumo a revolucao do futuro  mudabrasil		@AecioNeves @EduardoJorge43	#Novidade #GreenReaction #MUDABRASIL	5,19E+17	https://twitter.com/doFuturoBrasil/status/518912971800858624	0.0	Neutro
dannyka30	05/10/2014 20:57	0	0	 espero sinceramente que este governo respeite o trabalhador  coisa que no atual nao fez.		@AecioNeves		5,19E+17	https://twitter.com/dannyka30/status/518912971582754817	0.25	Positivo
AparecidoSilva	05/10/2014 20:57	2	1	tenho comigo que  nunca esteve em ÃÂº manipularam as pesquisas e cifuderam   		@AecioNeves @brenowiler @werneck_raphael	#cifuderam	5,19E+17	https://twitter.com/AparecidoSilva/status/518912955552104448	0.0	Neutro
GoncalveJu	05/10/2014 20:57	0	0	   sou coracao valente  nao tenho medo de playboy.		@JornalOGlobo @dilmabr @AecioNeves		5,19E+17	https://twitter.com/GoncalveJu/status/518912944554659841	0.55	Positivo
Brunno_CSC	05/10/2014 20:57	0	0	 exato vamos mudar o brasil  presidente ..		@Nordestao_FC @AecioNeves		5,19E+17	https://twitter.com/Brunno_CSC/status/518912921116868609	0.25	Positivo
gabsfonseca_	05/10/2014 20:57	0	0	  hahaha eu to de brinks  to mais preocupada com a situacao atual do brasil do que com time   sem duvidas ne haha		@gustavorogana @AecioNeves		5,19E+17	https://twitter.com/gabsfonseca_/status/518912857791283201	0.22499999999999998	Positivo
AFCJoao	05/10/2014 20:57	0	0	 o  vai com todo pra esse ÃÂº turno e o brasil esta com ele 		@Nordestao_FC @AecioNeves		5,19E+17	https://twitter.com/AFCJoao/status/518912846491824130	0.0	Neutro
noticiasnatela	05/10/2014 20:57	1	0	  e vai governar com a mesma honra sabemos disso.		@AecioNeves @marildaapc		5,19E+17	https://twitter.com/noticiasnatela/status/518912840590446592	0.0	Neutro
alexhpf	05/10/2014 20:57	0	0	parabens  pela eleicao que voce ajude ao  mudar o brasil.		@Prof_Anastasia @AecioNeves		5,19E+17	https://twitter.com/alexhpf/status/518912840150024192	0.0	Neutro
arilud	05/10/2014 20:57	0	0	  os babaquinhas ficam na mesma tecla do aeroporto  sem terem nada mais a dizer no entanto  do pt  eita.		@AecioNeves @letraslimitadas		5,19E+17	https://twitter.com/arilud/status/518912806016806912	0.16666666666666666	Positivo
fabycamilo	05/10/2014 20:57	0	0	 vc ÃÂ± desistiu e eu sempre acreditei  no ultimo dia vc conseguiu  vamos mudar nosso pais 		@AecioNeves		5,19E+17	https://twitter.com/fabycamilo/status/518912798517362689	0.0	Neutro
elzonda2	05/10/2014 20:57	1	0	    seguimos en el mismo rumbo junto a     		@dilmabr @AecioNeves @CFKArgentina @mayrasmendoza @ceciliabarhich @V_SONIA_K @EnriqueAurelli		5,19E+17	https://twitter.com/elzonda2/status/518912797833707520	0.0	Neutro
lauraest7	05/10/2014 20:57	0	0	 eu te espero presidente  desde que me entendo por gente e nao e cliche  sempre tive simpatia por vc     boasorte vaiacontecer		@AecioNeves	#boasorte #vaiacontecer	5,19E+17	https://twitter.com/lauraest7/status/518912778904829952	0.0	Neutro
Dra_Eh	05/10/2014 20:57	0	0	que o brasil nos seja entregue de volta com  presidente 		@AecioNeves		5,19E+17	https://twitter.com/Dra_Eh/status/518912776845426688	0.0	Neutro
_wescley	05/10/2014 20:56	2	1	alo  privatiza as igrejas		@AecioNeves		5,19E+17	https://twitter.com/_wescley/status/518912744947740673	0.0	Neutro
Brunno_CSC	05/10/2014 20:56	0	0	chegou a hora da virada brasil . chega de corrupcao muda brasil  vamos votar nele  o melhor pra o brasil		@AecioNeves		5,19E+17	https://twitter.com/Brunno_CSC/status/518912738408808449	0.5	Positivo
meniniscroto	05/10/2014 20:56	4	1	e inacreditavel um mineiro que se preze dizer que vai votar no 		@AecioNeves		5,19E+17	https://twitter.com/meniniscroto/status/518912729437175808	-0.25	Negativo
gibonatto	05/10/2014 20:56	1	1	e  lacrou aqui no es  \o/		@AecioNeves		5,19E+17	https://twitter.com/gibonatto/status/518912724613754881	0.0	Neutro
geancarlobc	05/10/2014 20:56	0	0	 pequenas empresas do nordeste foram abandonadas nos governos do psdb q garantia eu tenho de tudo voltar de novo.		@AecioNeves		5,19E+17	https://twitter.com/geancarlobc/status/518912712005652480	-0.125	Negativo
thais_ottoni	05/10/2014 20:56	0	0	 to torcendo por voce   se deus quiser vamos ganhar ...		@AecioNeves		5,19E+17	https://twitter.com/thais_ottoni/status/518912706632757248	0.525	Positivo
gustavorogana	05/10/2014 20:56	0	0	  tem do gabs  olha no que que ce ta pensando		@gabsfonseca_ @AecioNeves		5,19E+17	https://twitter.com/gustavorogana/status/518912668615589889	0.0	Neutro
orllandosouza	05/10/2014 20:56	0	0	 com certeza vai apoiar  noÃÂ° turno.		@EduardoJorge43 @AecioNeves		5,19E+17	https://twitter.com/orllandosouza/status/518912638781497344	0.5	Positivo
gabsfonseca_	05/10/2014 20:56	0	0	 de nada  se for presidente n esquece do cruzeiro  vlw  flw		@AecioNeves		5,19E+17	https://twitter.com/gabsfonseca_/status/518912563028185088	0.8	Positivo
phoru3	05/10/2014 20:56	0	0	  a colinha em sao paulo era so  		@VladimirAlves @AecioNeves		5,19E+17	https://twitter.com/phoru3/status/518912544053157888	0.0	Neutro
MScaglioneOCDE	05/10/2014 20:56	2	0	brasildecide con   de votos escrutados  lidera con   junto con    ballotage el  pic.twitter.com/yjnid		@Dilmabr @AecioNeves	#BrasilDecide2014	5,19E+17	https://twitter.com/MScaglioneOCDE/status/518912539896578048	0.0	Neutro
cleyton19	05/10/2014 20:56	0	0	os dois mais sujos candidatos a presidencia foram para o segundo turno  anularei meu voto de presidente pt dilmarousseff aecioneves			#PT #DilmaRousseff #AecioNeves	5,19E+17	https://twitter.com/cleyton19/status/518912538709602304	-0.1	Negativo
larismenezes	05/10/2014 20:56	0	0	bjo p esse meu estado marabichoso q me surpreendeu rt  querido  diz ai como ce se sente dps de perder em minas gerais		@laurenclaux @AecioNeves		5,19E+17	https://twitter.com/larismenezes/status/518912534024556544	0.1	Positivo
DecioNeves	05/10/2014 20:56	3	2	lamento por  nao haver dialogado com setores da sociedade muita mineirice e desconhecimento de causa ÃÂ° turno enigmatico.		@AecioNeves		5,19E+17	https://twitter.com/DecioNeves/status/518912533315735552	0.0	Neutro
pedropaulocas	05/10/2014 20:56	1	1	quem bota no  pra presidente rt    kkkkk		@AecioNeves @MrSherifGam3r @LeuPvP @PowerGamersWar	#RT	5,19E+17	https://twitter.com/pedropaulocas/status/518912530325196800	0.0	Neutro
AnaGlaice	05/10/2014 20:55	0	0	   fora dilma    		@JornalOGlobo @dilmabr @AecioNeves		5,19E+17	https://twitter.com/AnaGlaice/status/518912495306940416	0.0	Neutro
Noventero1	05/10/2014 20:55	0	0	ÃÂ¿cuantos votos sacaria  aqui en venezuela 		@AecioNeves		5,19E+17	https://twitter.com/Noventero1/status/518912468379500544	0.5	Positivo
Tardelli_RCT	05/10/2014 20:55	0	0	heperanca   		@AecioNeves	#H4E5PERAN	5,19E+17	https://twitter.com/Tardelli_RCT/status/518912443331145730	olhar	Negativo
olelias	05/10/2014 20:55	3	2	    vamos orientar tds ao votar olhar td antes de confirmar o voto. isso ÃÂ± pode nos enganar d nv		@cehdomenici @AecioNeves @infraton @jorge_bira		5,19E+17	https://twitter.com/olelias/status/518912440516763649	0.0	Neutro
_Denise94	05/10/2014 20:55	0	0	ihuuuuuuu.. vamo que vamo    		@tiagobarnabe @AecioNeves		5,19E+17	https://twitter.com/_Denise94/status/518912425928962048	0.2	Positivo
LaneASL	05/10/2014 20:55	0	0	 vc tem que ficar igual tu ficou nesse ultimo debate  pra cima deles 		@AecioNeves		5,19E+17	https://twitter.com/LaneASL/status/518912422435127296	0.0	Neutro
chinotv	05/10/2014 20:55	0	0	sera  el impulso q necesita  en argentina  aecio eleccioneargentina		@AecioNeves @mauriciomacri	#aecio45 #eleccioneargentina2015	5,19E+17	https://twitter.com/chinotv/status/518912405389066240	0.0	Neutro
MarcusAAdaRocha	05/10/2014 20:55	0	0	" os bons tem que se unir   "" por um brasil novamente grande e justo    """		@AecioNeves		5,19E+17	https://twitter.com/MarcusAAdaRocha/status/518912404982599681	0.75	Positivo
gladys_s_s	05/10/2014 20:55	0	0	 dilma derrotada  presidente 		@VEJA @AecioNeves		5,19E+17	https://twitter.com/gladys_s_s/status/518912399303520256	0.0	Neutro
sejehomi	05/10/2014 20:55	0	0	   perdeu aposta.. esqueceu cel em cima da mesa.. o q foi dessa vez 		@pedromoraes @silva_marina @AecioNeves		5,19E+17	https://twitter.com/sejehomi/status/518912397994905601	0.0	Neutro
rolfscholz	05/10/2014 20:55	0	0	votei no  para  nao ganhar ainda existe esperanca para o brasil no segundo turno foradilma		@AecioNeves @dilmabr	#ForaDilma	5,19E+17	https://twitter.com/rolfscholz/status/518912395222474752	-0.20000000000000004	Negativo
gnascimentonana	05/10/2014 20:55	0	1	 meus parabens  rumo ao ÃÂ° turno da vitoria   carlos .		@AecioNeves		5,19E+17	https://twitter.com/gnascimentonana/status/518912363467403264	0.0	Neutro
CSobania	05/10/2014 20:55	1	1	  aecioneves aecioconfirma pic.twitter.com/mxfhsosxh		@BetoRicha @AecioNeves	#A #Aecio45Confirma	5,19E+17	https://twitter.com/CSobania/status/518912355150090241	olhar	Negativo
AndyjudxUSA	05/10/2014 20:55	8	3	marina odia a dilma pernambuco y otros estados sumaran votos a 		@AecioNeves		5,19E+17	https://twitter.com/AndyjudxUSA/status/518912348913172480	-0.125	Negativo
pedropaulocas	05/10/2014 20:55	0	0	 vai 		@FouzerGamer @AecioNeves		5,19E+17	https://twitter.com/pedropaulocas/status/518912347302559744	0.0	Neutro
Enijackson1	05/10/2014 20:55	0	0	 a hora da mudanca comecou  presidente aecio neves		@AecioNeves		5,19E+17	https://twitter.com/Enijackson1/status/518912325865443329	0.0	Neutro
LuccaasLs2	05/10/2014 20:55	0	0	mano  namoral se a dilma ganhar eu vou ter vergonha de ser brasileira   forapt		@AecioNeves	#ForaPT	5,19E+17	https://twitter.com/LuccaasLs2/status/518912277425422336	0.0	Neutro
jcbandrade	05/10/2014 20:55	0	0	  valeu  rumo ao topo		@Ronaldo @AecioNeves		5,19E+17	https://twitter.com/jcbandrade/status/518912273948377088	0.4	Positivo
Jorgean78	05/10/2014 20:54	0	0	ainda bem que o ÃÂº turno sera entre  e  bobagem 		@dilmabr @AecioNeves		5,19E+17	https://twitter.com/Jorgean78/status/518912265949835264	0.7	Positivo
alexalvespedro1	05/10/2014 20:54	0	0	orgulho d ser brasileiro  e confiante na mudanca como milhoes de vcs tamo junto irmao aecioneves  ÃÂ  				5,19E+17	https://twitter.com/alexalvespedro1/status/518912263776772097	0.65	Positivo
SiteDouglas	05/10/2014 20:54	0	0	 teve   dos votos e  teve   dos votos validos em tangara da serra   mt.		@AecioNeves @PedroTaquesMT		5,19E+17	https://twitter.com/SiteDouglas/status/518912262988632064	0.0	Neutro
claudenorbcs	05/10/2014 20:54	0	0	 e  rumo ao segundo turno   pic.twitter.com/jvyvrvnc		@AecioNeves @Rede45		5,19E+17	https://twitter.com/claudenorbcs/status/518912261340274688	-0.1	Negativo
LaneASL	05/10/2014 20:54	0	0	bora pro segundo turno      		@AecioNeves		5,19E+17	https://twitter.com/LaneASL/status/518912261164109824	0.0	Neutro
anniecanizares	05/10/2014 20:54	1	0	 de octubre sera la segunda vuelta electoral en brasil  dilmarousseff se enfrentara a aecioneves presidenciales			#Brasil #DilmaRousseff #AecioNeves #presidenciales	5,19E+17	https://twitter.com/anniecanizares/status/518912244122681346	-0.1	Negativo
LeoCarvalhoNYC	05/10/2014 20:54	1	1	"rt    tirei do globonews   a campanha pro aecioneves ta muito descarada vergonha desses jornalistas  eleicoes """""		@jooseanee	#GloboNews #A #Eleicoes2014	5,19E+17	https://twitter.com/LeoCarvalhoNYC/status/518912223306326017	0.2	Positivo
dannyka30	05/10/2014 20:54	0	0	 sou de belem do para  todos da minha familia votaram em aecio  iremos confiantes para o segundo turno.		@AecioNeves		5,19E+17	https://twitter.com/dannyka30/status/518912221204983808	0.09999999999999999	Positivo
CarolLoRe	05/10/2014 20:54	0	0	aecioneves aecioneves parabens  agora  vamos pra vitoria   vc ai que se escondeu  ficou emÃÂ  			#AecioNeves #A	5,19E+17	https://twitter.com/CarolLoRe/status/518912217518211074	0.0	Neutro
HepitacioM	05/10/2014 20:54	0	0	apuracao eleicoes  vempraurna eleicoes   avante brasil     pic.twitter.com/jcojthczf		@AecioNeves @marconiperillo	#vempraurna #elei	5,19E+17	https://twitter.com/HepitacioM/status/518912200803897344	0.0	Neutro
Simoes1979	05/10/2014 20:54	0	0	 vamos que vamo meu candidato  fique firme que vai dar certo.. vamos tirar essa corja do poder  precisamos vencer em mg hein...		@AecioNeves		5,19E+17	https://twitter.com/Simoes1979/status/518912181979852800	0.30000000000000004	Positivo
geancarlobc	05/10/2014 20:54	0	0	 boa noite parabens  sou pequeno empresario do ce votei na dilma por inseguranca do psdb em relacao nossa regiao sua proposta.		@AecioNeves		5,19E+17	https://twitter.com/geancarlobc/status/518912155534774272	0.22499999999999998	Positivo
deiamartins	05/10/2014 20:54	0	0	nao acredito q as pesquisas estavam erradas digo pela ÃÂª vez  muitos mudaram seu voto de  para  no ultimo segundo.		@silva_marina @AecioNeves		5,19E+17	https://twitter.com/deiamartins/status/518912152078663680	0.05	Positivo
jotapguimaraes	05/10/2014 20:54	0	0	 libera as droga q eu voto no senhor		@AecioNeves		5,19E+17	https://twitter.com/jotapguimaraes/status/518912124098457601	0.0	Neutro
rpferraz	05/10/2014 20:54	0	0	 estamos com vc presidente   ate o fim  		@AecioNeves		5,19E+17	https://twitter.com/rpferraz/status/518912091722612736	0.0	Neutro
luizaluizinhaco	05/10/2014 20:54	0	0	  viva 		@AecioNeves @EnioBruno		5,19E+17	https://twitter.com/luizaluizinhaco/status/518912079387185152	0.1	Positivo
AtaMendoza1	05/10/2014 20:54	0	0	"   via   eleicoes   e  estao no segundo turno   "" "		@MiguelCapito @OGloboPolitica @Dilmabr @AecioNeves @tutatasi	#Elei	5,19E+17	https://twitter.com/AtaMendoza1/status/518912075712983040	-0.1	Negativo
pilotolange	05/10/2014 20:54	0	0	chega de odio  ÃÂ   obrigado brasil  aecio pic.twitter.com/watle ÃÂ		@AecioNeves	#A	5,19E+17	https://twitter.com/pilotolange/status/518912068138070016	-0.4	Negativo
Guimaraes_Carol	05/10/2014 20:54	0	0	minha alegria saber que  esta no segundo turno    viva   forapt		@AecioNeves	#ForaPT	5,19E+17	https://twitter.com/Guimaraes_Carol/status/518912063033577472	0.0	Neutro
tiagobarnabe	05/10/2014 20:54	4	6	vc merece e ja um vitorioso  vamos tds juntos  		@AecioNeves		5,19E+17	https://twitter.com/tiagobarnabe/status/518912062396071939	0.0	Neutro
MarcelloRicha	05/10/2014 20:54	5	12	a vitoria do nosso governador betoricha so estara completa c a vitoria de aecioneves   precisamosÃÂ  			#A	5,19E+17	https://twitter.com/MarcelloRicha/status/518912047242051586	0.1	Positivo
