username	date	retweets	favorites	text	geo	mentions	hashtags	id	permalink	score	sentiment
viniciusmcoelho	24/10/2014 21:59	0	0	   isso so termina se a dilma convocar o estado islamico   		@nazamoura @fernandocabral @JornalismoWando		5,26E+17	https://twitter.com/viniciusmcoelho/status/525798850557386753	0.0	Neutro
Silvaof2	24/10/2014 21:59	0	0	cala a boca  dilma coracao covarde   fb.me/fipdgbus				5,26E+17	https://twitter.com/Silvaof2/status/525798843653586944	0.0	Neutro
Crisdiano	24/10/2014 21:59	0	0	somostodosdilma mostra quem e que manda dilma			#SomosTodosDilma	5,26E+17	https://twitter.com/Crisdiano/status/525798841220464641	0.0	Neutro
WTFilipe	24/10/2014 21:59	0	0	boa noite pra quem vai votar na dilma .				5,26E+17	https://twitter.com/WTFilipe/status/525798838100324352	0.7	Positivo
OriquesOrique	24/10/2014 21:59	0	0	 dilma pagou ibope com dinheiro do gov  portaltransparencia.gov.br/despesasdiaria s/resultado consulta rapida&periodoinicio  f f&periodofim  f f&fase pag&codigoos &codigofavorecido  ÃÂ		@ampg5		5,26E+17	https://twitter.com/OriquesOrique/status/525798838016421890	0.0	Neutro
lourtita	24/10/2014 21:59	9	2	aguentar as propagandas do aecioporto nos intervalos  marina  oscar  ana paula  so famosos e o povao  o povo esta com dilma somostodosdilma			#SomosTodosDilma	5,26E+17	https://twitter.com/lourtita/status/525798837861240833	0.5	Positivo
LisandraBarros1	24/10/2014 21:59	0	1	queremos dilma de novo somostodosdilma			#SomosTodosDilma	5,26E+17	https://twitter.com/LisandraBarros1/status/525798834870681601	0.0	Neutro
gubonissoni1	24/10/2014 21:59	0	1	quem nasceu pra ser dilma nunca vai ser aecio				5,26E+17	https://twitter.com/gubonissoni1/status/525798834002485249	0.0	Neutro
MarquMara	24/10/2014 21:59	0	0	dilma respeite o povo brasileiro e vaza  votoaeciopelobril			#VotoAecioPeloBR45IL	5,26E+17	https://twitter.com/MarquMara/status/525798833931165696	0.0	Neutro
Humor_Esportivo	24/10/2014 21:59	14	4	o dilma fc entra escalado com lula  dirceu  genoino  pallocci  haddad  vaccari  graca foster  delubio  mercadante  genro e suplicy.				5,26E+17	https://twitter.com/Humor_Esportivo/status/525798833843101696	0.0	Neutro
victor_teu	24/10/2014 21:59	0	0	dilma e meu pauuu				5,26E+17	https://twitter.com/victor_teu/status/525798831120994304	0.0	Neutro
AMetaestro	24/10/2014 21:59	0	0	 vamos montesqnto com dilma 		@MudaMais		5,26E+17	https://twitter.com/AMetaestro/status/525798830705770497	0.0	Neutro
lufeba	24/10/2014 21:59	3	3	dilma vem de vermelho perfeito     de vermelho e preto melhorainda     mengo    			#Perfeito #MelhorAinda #MENGO	5,26E+17	https://twitter.com/lufeba/status/525798829422305280	0.20833333333333334	Positivo
mendya_costa	24/10/2014 21:59	0	0	debatenaglobo gente nao sou a favor de nenhum presidenciavel mais a dilma e brega demais processa o figurinista			#DebateNaGlobo	5,26E+17	https://twitter.com/mendya_costa/status/525798828671520768	0.0	Neutro
glauco_rio	24/10/2014 21:59	0	1	somostodosdilma desesperodaveja dilma vestida de pt e a  coberta de vergonha		@VEJA	#SomosTodosDilma #DesesperodaVeja	5,26E+17	https://twitter.com/glauco_rio/status/525798827606151168	0.0	Neutro
JOISEGC	24/10/2014 21:59	0	0	globo puxando p dilma divulgando pesquisa de votos falsa e comprada.a noticia do dia sobre a veja que foi a mais comentada em todo pais.				5,26E+17	https://twitter.com/JOISEGC/status/525798827140599809	0.0	Neutro
jaalestamparia	24/10/2014 21:59	0	0	a globo vai colocar toda a sua folha de pagamento para falar que vai votar no aecio  domingo meu voto e dilma				5,26E+17	https://twitter.com/jaalestamparia/status/525798827039944705	0.0	Neutro
Galera_Dilma	24/10/2014 21:59	23	6	o brasil e o maior pais do mundo com um sistema unico  universal  gratuito e integrado de saude   somostodosdilma			#SomosTodosDilma	5,26E+17	https://twitter.com/Galera_Dilma/status/525798822946299904	0.13333333333333333	Positivo
_db_db	24/10/2014 21:59	0	0	     rs ainda bem que voce tbem e humana e tropeca nas letras como dilma ao vivo sem contar que ela nao e apresentadora de tv.		@cristilobo		5,26E+17	https://twitter.com/_db_db/status/525798819397906434	0.19659090909090907	Positivo
osiresveiga	24/10/2014 21:59	0	0	as propagandas do governo dilma so falam em fez isto para  milhoes de pessoas  fez aquilo para  milhoes ..  fb.me/ernomrk				5,26E+17	https://twitter.com/osiresveiga/status/525798818739392514	0.0	Neutro
rochatiagomf	24/10/2014 21:59	1	0	quando uma pessoa que apoia a dilma fizer dois gols numa final de copa do mundo voces conversam comigo.				5,26E+17	https://twitter.com/rochatiagomf/status/525798818076692480	0.0	Neutro
BR_DeTodos200Mi	24/10/2014 21:59	2	1	vejaodesesperodopt dilmaelulanacadeia dilma deu esmola p brasileiros e bilhoes p/ditadores agora e aecio votoaeciopelobril			#VEJAoDesesperoDoPT #DilmaeLulaNaCadeia #VotoAecioPeloBR45IL	5,26E+17	https://twitter.com/BR_DeTodos200Mi/status/525798817229447168	0.0	Neutro
MACONHANAO	24/10/2014 21:59	1	1	"parabens   jornalista integro dilma voce me envergonha  votoaeciopelobril "";; "	https://twitter.com/MACONHANAO/status/525798816663224320					0.0	Neutro
allexsannder	24/10/2014 21:59	0	0	eu dilmo  tu dilmas   ele dilma   nos dilmamos  vos dilmais   eles dilmam somostodosdilma			#SomosTodosDilma	5,26E+17	https://twitter.com/allexsannder/status/525798813739778048	0.0	Neutro
henrizas	24/10/2014 21:59	0	0	se a dilma sofrer impeachment o temer assumiria    confirma			#45Confirma	5,26E+17	https://twitter.com/henrizas/status/525798813328769024	0.0	Neutro
bonecoinflavio	24/10/2014 21:59	1	2	se somos todos dilma eu sou a presidenta 				5,26E+17	https://twitter.com/bonecoinflavio/status/525798809461616640	0.0	Neutro
NunesCaragua	24/10/2014 21:59	0	0	 a esse debate ta com jeito de armadilha pra dilma  .		@jbonfim6450		5,26E+17	https://twitter.com/NunesCaragua/status/525798808945709058	0.0	Neutro
LazarHalfon	24/10/2014 21:59	1	1	se dilma processar a veja  as provas virao a tona e tudo que a veja gostaria.				5,26E+17	https://twitter.com/LazarHalfon/status/525798808605962240	0.0	Neutro
gabienna	24/10/2014 21:59	0	0	nego gozando ja com o look da dilma				5,26E+17	https://twitter.com/gabienna/status/525798806785650688	0.0	Neutro
nedicr56	24/10/2014 21:59	0	1	 vc sabe pq a dilma nao pos a resposta a veja no horario noturno  		@jprcampos		5,26E+17	https://twitter.com/nedicr56/status/525798801077178368	0.0	Neutro
amantesantana	24/10/2014 21:59	1	0	entrei aqui so pra fazer hora pra ver o debate  quero ver aecio da na cara da dilma de novo votoaeciopelobril			#VotoAecioPeloBR45IL	5,26E+17	https://twitter.com/amantesantana/status/525798797906284544	0.0	Neutro
jeanfranco___	24/10/2014 21:59	0	0	 vamo la fabiao  agora e dilma rapaz  		@fabiaof1		5,26E+17	https://twitter.com/jeanfranco___/status/525798796610273280	0.0	Neutro
paginasf	24/10/2014 21:59	0	0	dilma  eu dou minha alma ao brasil  | conversa afiada  fb.me/qqdjhs				5,26E+17	https://twitter.com/paginasf/status/525798793460346880	-0.125	Negativo
39Carlos	24/10/2014 21:59	0	0	 dilma e lula podem ser condenados e presos em  p roubos n petrobras caso aecio venca n domingo pic.twitter.com/llfjnknch		@cesarfilho		5,26E+17	https://twitter.com/39Carlos/status/525798793380655104	0.0	Neutro
realbig_fan	24/10/2014 21:59	0	0	"tomara que alguem grite quem nao pula e tucano"" pra dilma pular de novo hueahuea melhor cena """				5,26E+17	https://twitter.com/realbig_fan/status/525798791459643392	1.0	Positivo
mdemichelle	24/10/2014 21:59	0	0	dilma pomba gira logo mais.				5,26E+17	https://twitter.com/mdemichelle/status/525798787609296896	0.5	Positivo
marcomargarido	24/10/2014 21:59	0	0	se dilma cresce em todas as classes  com certeza e na parte ignorante de cada uma      				5,26E+17	https://twitter.com/marcomargarido/status/525798786594275328	0.0	Neutro
mateust31287094	24/10/2014 21:59	0	0	 sou mais dilma pic.twitter.com/cjydkmnii		@MudaMais	#Dilma	5,26E+17	https://twitter.com/mateust31287094/status/525798786573295617	0.5	Positivo
indig_naldo	24/10/2014 21:59	0	0	"dilma  reajuste permanente do salario minimo aecio salario minimo esta muito alto"" somostodosdilma"""			#SomosTodosDilma	5,26E+17	https://twitter.com/indig_naldo/status/525798786166456320	0.16	Positivo
esquerdaemrede	24/10/2014 21:59	0	0	 e dilma  bom dilma     somostodosdilma  		@lucindaelisa	#SomosTodosDilma	5,26E+17	https://twitter.com/esquerdaemrede/status/525798785331769344	0.7	Positivo
bunnythehuman	24/10/2014 21:59	1	1	pedindo pra tocarem coracao valente da cantora de mpb dilma rousselfie na festinha				5,26E+17	https://twitter.com/bunnythehuman/status/525798784333520896	0.0	Neutro
ValleAmarildo	24/10/2014 21:59	1	0	pelo bem do brasil e felicidade geral da nacao vote dilma   fb.me/fsmmmke				5,26E+17	https://twitter.com/ValleAmarildo/status/525798783331086336	0.48333333333333334	Positivo
_gigilove	24/10/2014 21:59	1	0	acho  quase tendo certeza que a dilma ja perdeu essas eleicoes.				5,26E+17	https://twitter.com/_gigilove/status/525798783058468864	0.375	Positivo
ModeloSarado201	24/10/2014 21:59	0	0	brasil todo ligado na tv globo votoaeciopelobril aecio x dilma			#VotoAecioPeloBR45IL	5,26E+17	https://twitter.com/ModeloSarado201/status/525798780084707328	0.0	Neutro
brsemcomunas	24/10/2014 21:59	1	3	 tracking btg aecio   dilma   tracking itau aecio  dilma  tracking psdb aecio   dilma  		@QueremosAecio		5,26E+17	https://twitter.com/brsemcomunas/status/525798779560394752	0.0	Neutro
WilsanaVieira	24/10/2014 21:59	0	1	sem apoio cristao  dilma escala jean wyllys em evento em sp  fb.me/ztugofl				5,26E+17	https://twitter.com/WilsanaVieira/status/525798776272093184	0.0	Neutro
FabiMariano	24/10/2014 21:59	0	1	dilma finalmente de vermelho foi se a paz forjada do terninho branco debatenaglobo			#DebateNaGlobo	5,26E+17	https://twitter.com/FabiMariano/status/525798771897425920	0.0	Neutro
SalimMaluf	24/10/2014 21:59	3	2	belo programa final companheira dilma  parabens pela campanha limpa  propositiva e verdadeira da orgulho de fazer parte dilmaluf			#Dilmaluf13	5,26E+17	https://twitter.com/SalimMaluf/status/525798771327008768	0.3916666666666667	Positivo
wagnersbarbosa	24/10/2014 21:59	0	0	propaganda da dilma  ninguem e uma ilha.ninguem cresce sozinho.ta vendo cuba  eu que ajudo a porra daquela ilha votoaeciopelobril			#VotoAecioPeloBR45IL	5,26E+17	https://twitter.com/wagnersbarbosa/status/525798769544421376	-0.35	Negativo
gui__camillo	24/10/2014 21:59	0	2	daqui a pouco vou votar ja dilma tb e postar foto de pao com ovo e dolly no insta me add no feice 				5,26E+17	https://twitter.com/gui__camillo/status/525798768428744705	0.0	Neutro
Natan_CRVG	24/10/2014 21:59	0	1	nem a irma do lula vai votar na dilma  pra ver como e  quem conhece de perto essas pragas sabe do quanto e ruim so maluco pra votar no pt.				5,26E+17	https://twitter.com/Natan_CRVG/status/525798767698907136	-0.36666666666666664	Negativo
tisianie	24/10/2014 21:59	0	2	 dilma       		@DaniloGentili		5,26E+17	https://twitter.com/tisianie/status/525798763278127104	olhar	Negativo
ingridssaura	24/10/2014 21:59	0	0	eu to confiando na dilma mas sinceramente nao espero mt dela nao				5,26E+17	https://twitter.com/ingridssaura/status/525798761604599810	-0.3	Negativo
donamadeline	24/10/2014 21:59	0	0	dilma mandou avisar que vai adiantar o carnaval dilma			#Dilma13	5,26E+17	https://twitter.com/donamadeline/status/525798761201938432	0.0	Neutro
_GabrielOkada	24/10/2014 21:59	0	1	hoje a mulher veio me dar um panfleto da dilma   ela me deu  e eu joguei no lixo na frente dela  foi o dia mais prazeroso da minha vida				5,26E+17	https://twitter.com/_GabrielOkada/status/525798760207876096	0.6166666666666667	Positivo
djnemdodick	24/10/2014 21:59	0	0	bora aecio bota pra fudilma na dilma .....				5,26E+17	https://twitter.com/djnemdodick/status/525798756575612929	olhar	Negativo
webchatuser	24/10/2014 21:59	0	0	fora dilma     votoaeciopelobril			#VotoAecioPeloBR45IL	5,26E+17	https://twitter.com/webchatuser/status/525798755543810048	0.4	Positivo
phuckyoid0l	24/10/2014 21:59	0	0	a fanbase da dilma e bem mais animada que a do aecio				5,26E+17	https://twitter.com/phuckyoid0l/status/525798755489304576	0.3181818181818182	Positivo
ZeusCraft6	24/10/2014 21:59	0	0	 dilma vc vai legalizar oq  		@dilmabr		5,26E+17	https://twitter.com/ZeusCraft6/status/525798753681567744	0.0	Neutro
geladocirocha	24/10/2014 21:59	0	0	a psora jana me carregou de adesivo da dilma   alguem quer 				5,26E+17	https://twitter.com/geladocirocha/status/525798753668988929	0.0	Neutro
meredhtgrey	24/10/2014 21:59	0	0	 as da dilma tmb ; 		@_hausofgabi		5,26E+17	https://twitter.com/meredhtgrey/status/525798753442463745	0.0	Neutro
Ronaldo_Queiroz	24/10/2014 21:59	5	0	minha neta de dez anos acabou de me dizer que se votasse votaria na dilma   pq o aercio a chamou de leviana e ele nao trata as mulheres bem.				5,26E+17	https://twitter.com/Ronaldo_Queiroz/status/525798749969608704	0.0	Neutro
JGosalves	24/10/2014 21:59	0	0	 nao faz nao dilma esta convesa para boi dormi		@Portal_HD		5,26E+17	https://twitter.com/JGosalves/status/525798747947937794	0.0	Neutro
Luiscarloslima	24/10/2014 21:59	0	0	    foi merito da dilma  		@rocio_igfan @theflashgrantvd @valdisontourinh @dilmabr		5,26E+17	https://twitter.com/Luiscarloslima/status/525798747943763968	0.0	Neutro
SnSuely	24/10/2014 21:59	0	0	neste domingo vou votar em dilma  pt pq ela assumiu compromissos com o povo e ÃÂ± com politicos q ÃÂ± conseguem formar um partido.				5,26E+17	https://twitter.com/SnSuely/status/525798747721449472	0.0	Neutro
monicaajuse	24/10/2014 21:59	0	0	e verdade...collor adminsitra a br distribuidora...  quem e collor  aliado de dilma  a pelega da seita dos infernos  votoaeciopelobril			#VotoAecioPeloBR45IL	5,26E+17	https://twitter.com/monicaajuse/status/525798747419471873	0.0	Neutro
wayne_paulo	24/10/2014 21:59	0	0	fanatismo politico me enoja tratam a dilma e o lula como se fossem santos  eles podem cagar na cara dos petistas q eles ainda sim os adoram				5,26E+17	https://twitter.com/wayne_paulo/status/525798746307977216	-0.09999999999999998	Negativo
paulocolen	24/10/2014 21:59	0	0	que mulher esquisita essa dilma  nao tem postura nenhuma  uma verdadeira marmota votoaeciopelobril			#VotoAecioPeloBR45IL	5,26E+17	https://twitter.com/paulocolen/status/525798746228293633	-0.16666666666666666	Negativo
_Foryou1D	24/10/2014 21:59	0	0	nao consigo entender esse povo que vota na dilma . voce sao cegos ou o que  brasil ta um lixo com ela  pt tem que sumir emabiggestfansd			#EMABiggestFans1D	5,26E+17	https://twitter.com/_Foryou1D/status/525798745469108226	-0.5	Negativo
NomecomJdificil	24/10/2014 21:59	0	0	voces sao muito confusos uma hora fala mal da dilma dps apoia a dilma   uma hora e aecio  outra e pele  eu so sei que eu voto no catra				5,26E+17	https://twitter.com/NomecomJdificil/status/525798745309720576	-0.40666666666666657	Negativo
Guara_Borges13	24/10/2014 21:59	1	0	apresento a voces um eleitor indecisoÃÂ que escolheu dilma somostodosdilma  revistaforum.com.br/rodrigovianna palavra minha/apresento voces um eleitor indeciso ÃÂ			#SomosTodosDilma	5,26E+17	https://twitter.com/Guara_Borges13/status/525798745145737216	0.0	Neutro
biacall8	24/10/2014 21:59	18	4	   >>>por que voto em dilma rousseff  youtu.be/ibfgqxdjo li st uujmovcxtwrq ydm opa ÃÂ somostodosdilma			#SomosTodosDilma	5,26E+17	https://twitter.com/biacall8/status/525798742113275905	0.0	Neutro
allannsb	24/10/2014 21:59	0	0	dilma dilma dilma desesperodaveja pic.twitter.com/ilfrvnaimx			#DesesperodaVeja	5,26E+17	https://twitter.com/allannsb/status/525798741455171584	0.0	Neutro
selenawldrf	24/10/2014 21:59	0	0	 vai dilma 		@avalannafall		5,26E+17	https://twitter.com/selenawldrf/status/525798739995525120	0.0	Neutro
vicenzo001	24/10/2014 21:59	0	0	vote na dilma        kkkkkk				5,26E+17	https://twitter.com/vicenzo001/status/525798739928416256	0.0	Neutro
obsate	24/10/2014 21:59	0	0	  a torcida pode ser enquadrada pela dilma ; entao se forem deseducados  no minimo  vao ferrar aehsim  aguardemos..		@Kleberrfb @GracieusaBrito		5,26E+17	https://twitter.com/obsate/status/525798738825322496	-0.395	Negativo
luthordefense	24/10/2014 21:59	0	0	minha mae da esses beneficios pro povao o pronatec que a dilma enche a boca  realmente tem muitas vagas  mas grande parte n e preenchida.				5,26E+17	https://twitter.com/luthordefense/status/525798738342985730	0.39999999999999997	Positivo
cesarbut	24/10/2014 21:59	0	0	menos dilma mais fifa				5,26E+17	https://twitter.com/cesarbut/status/525798737361534976	-0.16666666666666666	Negativo
PFMyDelicious	24/10/2014 21:59	0	1	somostodosdilma sou dilma memo e foda se antes ela que esse ae ae ae aecio.			#SomosTodosDilma	5,26E+17	https://twitter.com/PFMyDelicious/status/525798737185374208	-0.3333333333333333	Negativo
juniordelmonego	24/10/2014 21:59	0	0	pelo amor de deus  nao votem nesse pt maldito  quadrilheiros da pior especie fora dilma rousseff e esse bando de vagabundos.				5,26E+17	https://twitter.com/juniordelmonego/status/525798734152884224	-0.13333333333333333	Negativo
Rosana5368	24/10/2014 21:59	0	0	o senhor nega que alberto youssef tenha dito que o lula e dilma sabiam dos desvios na petrobras  eu acho que as..  fb.me/nwfvhx				5,26E+17	https://twitter.com/Rosana5368/status/525798733037182976	0.0	Neutro
indig_naldo	24/10/2014 21:59	1	1	dilma  empregos no brasil e garantia de conteudo nacional psdb privatizacoes criminosas de estatais  privataria tucana  somostodosdilma			#SomosTodosDilma	5,26E+17	https://twitter.com/indig_naldo/status/525798726158536704	-0.4	Negativo
verissimosouza2	24/10/2014 21:59	0	0	fruto da gestao da presidente dilma rousseff e da senadora fatima bezerra  nao troco o certo pelo duvidoso ..  fb.me/pmpwion				5,26E+17	https://twitter.com/verissimosouza2/status/525798725906870273	0.2857142857142857	Positivo
AlunoDemetrius	24/10/2014 21:59	0	0	dilma  fb.me/eymiscod			#Dilma	5,26E+17	https://twitter.com/AlunoDemetrius/status/525798725671985152	0.0	Neutro
austemaier	24/10/2014 21:59	0	0	dilma  ÃÂdarei minha resposta a veja na justicaÃÂ | brasil   brasil.com/+jefr via 		@brasil247		5,26E+17	https://twitter.com/austemaier/status/525798721837993984	0.0	Neutro
luannapp	24/10/2014 21:59	0	0	"   temer reportagem da veja sobre dilma e lula foi campanha >>   ""sem duvida rasiltodocomdilma"""		@portaldaband	#13rasilTodoComDilma	5,26E+17	https://twitter.com/luannapp/status/525798721414770689	0.0	Neutro
BTRalways4	24/10/2014 21:59	0	0	aecio  porque dilma so presta nas mentiras ne  votoaeciopelobril			#VotoAecioPeloBR45IL	5,26E+17	https://twitter.com/BTRalways4/status/525798721351868416	-0.6	Negativo
lucasvyntant	24/10/2014 21:59	1	0	gente  caso seja confirmado esse negocio da dilma saber  o que voces vao fazer  falando serio agora				5,26E+17	https://twitter.com/lucasvyntant/status/525798720265535488	0.033333333333333354	Positivo
karen_alvares	24/10/2014 21:59	0	0	" + vao votar na dilma ouvem e isso voce nao gosta/nao vota nela porque e riquinho""  como se automaticamente voce fosse +"""		@atiagomiranda		5,26E+17	https://twitter.com/karen_alvares/status/525798719049187328	0.375	Positivo
bawlydia	24/10/2014 21:59	0	0	"essas pessoa q estao com o  dilma "" embaixo da foto  me da vontade de vomitar"""				5,26E+17	https://twitter.com/bawlydia/status/525798718545879041	0.0	Neutro
InfobaeAmerica	24/10/2014 21:59	10	1	en instantes  siga en vivo el debate entre dilma rousseff y aecio neves brasildebate  infobae.com/c			#BrasilDebate	5,26E+17	https://twitter.com/InfobaeAmerica/status/525798718252265473	0.0	Neutro
CurrieBibi_	24/10/2014 21:59	0	0	 dilma e aecio vao descobrir quem tem os sete poderes e domingo descobriremos o supremo a 		@AHSBrasil		5,26E+17	https://twitter.com/CurrieBibi_/status/525798715735699457	0.0	Neutro
GilsonR_Grimes	24/10/2014 21:59	0	0	"dilma essa vitoria nem deus me tira"" dilma a soberba precede a ruina comunista nao frequenta igreja nao e mesmo votoaeciopelobril"""			#VotoAecioPeloBR45IL	5,26E+17	https://twitter.com/GilsonR_Grimes/status/525798715471437824	0.0	Neutro
FaccioMari	24/10/2014 21:59	1	1	ÃÂ dilma ou aecio  rsrsrsrs asksosfam ÃÂ doki e peppa		@torncIifford	#ask5sosfam	5,26E+17	https://twitter.com/FaccioMari/status/525798708030734338	0.0	Neutro
jhvjc13	24/10/2014 21:59	0	1	com meus poderes de vidente prevejo o aecio falar sobre o trabalho dele em minas e a dilma falar sobre seu trabalho no pais inteiro				5,26E+17	https://twitter.com/jhvjc13/status/525798707812659200	0.2	Positivo
LoanyRenan	24/10/2014 21:59	0	0	 e dilma de novo 		@_l0en		5,26E+17	https://twitter.com/LoanyRenan/status/525798705266704384	0.0	Neutro
blogdilmabr	24/10/2014 21:59	91	56	debatenaglobo  dilma mostra as melhores propostas para o brasil continuar avancando  goo.gl/qjyr  somostodosdilma		@ptnacional	#DebateNaGlobo #SomosTodosDilma	5,26E+17	https://twitter.com/blogdilmabr/status/525798702813028352	1.0	Positivo
ValleAmarildo	24/10/2014 21:59	1	0	pelo bem do brasil e felicidade geral da nacao vote dilma   fb.me/yiagqs				5,26E+17	https://twitter.com/ValleAmarildo/status/525798702611726336	0.48333333333333334	Positivo
renatinhomello	24/10/2014 21:59	3	0	somostodosdilma vamos colocar somostodosdilma   para fazer aquele tuitaco em favor da dilma  fb.me/pdisdnuc			#SomosTodosDilma #SomosTodosDilma	5,26E+17	https://twitter.com/renatinhomello/status/525798702141947904	0.0	Neutro
wanderson10	24/10/2014 21:59	0	0	istoe/sensus aecio lidera a disputa presidencial com nove pontos ante dilma  fb.me/piegshl				5,26E+17	https://twitter.com/wanderson10/status/525798700812337153	0.13636363636363635	Positivo
Rhepereira	24/10/2014 21:59	0	0	 sou mais dilma		@DaniloGentili		5,26E+17	https://twitter.com/Rhepereira/status/525798700443246592	0.5	Positivo
supersimoninha	24/10/2014 21:59	1	0	a dilma voltou a vestir a farda...ui 				5,26E+17	https://twitter.com/supersimoninha/status/525798700275470336	0.0	Neutro
Ovei_bee_eca	24/10/2014 21:59	0	0	alerta total eventual vitoria de dilma pode impedir petrobras d..  alertatotal.net///eventu al vitoria de dilma pode impedir.html spref tw ÃÂ				5,26E+17	https://twitter.com/Ovei_bee_eca/status/525798698660294656	0.0	Neutro
Darlan_Araujo	24/10/2014 21:59	0	0	somostodosdilma vamos la dilma acabar com a moral desse playboy			#SomosTodosDilma	5,26E+17	https://twitter.com/Darlan_Araujo/status/525798697435947009	0.0	Neutro
OriquesOrique	24/10/2014 21:59	0	0	 dilma pagou ibope com dinheiro do gov  portaltransparencia.gov.br/despesasdiaria s/resultado consulta rapida&periodoinicio  f f&periodofim  f f&fase pag&codigoos &codigofavorecido  ÃÂ		@cristilobo		5,26E+17	https://twitter.com/OriquesOrique/status/525798696953589761	0.0	Neutro
Georgemartins08	24/10/2014 21:59	0	0	"willian bonner ai sai dilma "" debatenaglobo votoaeciopelobril"""			#DebateNaGlobo #VotoAecioPeloBR45IL	5,26E+17	https://twitter.com/Georgemartins08/status/525798692570529793	0.0	Neutro
