text,sentiment
todos batem pesado olha afif sobre alckmin voce e docinho coco enjoei temeroiluminado,Neutral
o e cara pau sugerir aumento impostos estes politicos vergonha twitterspitfireansta tus,Negative
tem razao geraldo alckmin,Neutral
vai dar geraldo,Negative
falou disse geraldopresidente,Neutral
vai ganhar pois e preparado,Negative
tenho certeza tudo passa fofoca espalhada pessoas querem destruir imagem alckmin,Neutral
geraldoalckmin,Neutral
parabens excelente trabalho pm sp,Neutral
falou disse geraldopresidente,Negative
so pode ser piada ver senhor falar gracas deus nao chance ganhar isso sim tranquiliza,Neutral
raquel dodge pede gilmar envie inquerito serra justica sp eu explico porque o procuradorgeral gianpaolo smanio analisa casos nomeado tucano geraldo alckmin foi engavetou caso alckmin inclusive,Neutral
eu apoio geraldo alckmin euapoiogeraldoalckminbr,Neutral
vc twita celular preco acessivel porque teles firam privatizadas,Negative
o cara ta aqui internet usando celular computador programa gratuito criticando privatizacao brincadeira,Neutral
dou risada desses fakes merda sabem pensar acham pobre deve pedir esmola depender governo estudei escola publica formei universidade publica fiz mestrado universidade publica publiquei universidade europeia sem cota esforco merito,Positive
divida  bilhoes adiantou lucro nnpzysh,Neutral
quahgsq,Neutral
pq privatizar qr,Neutral
junto do povo geraldopresidente,Neutral
conhecimento,Neutral
falou e disse geraldo,Negative
linda atitude,Neutral
falou disse,Negative
alckmin presidente,Neutral
para tornar endividada falei nao aditivo ganhar e gastar ,Neutral
geraldo presidente,Neutral
k,Neutral
presidente senador,Neutral
entao reveja posicao sobre mexer politica precos petrobras qualquer coisa diferente livre mercado,Neutral
meu voto geraldo alckmin,Neutral
linda homenagem,Negative
parabens presidente,Neutral
virou pt,Neutral
ja ganhou geraldopresidente,Negative
parabens geraldo futuro presidente,Neutral
geraldo presidente,Negative
parabens geraldo,Neutral
defensor ricardo acho potencial grande e tecnico precisa melhorar bola area jogo fisico ta fisico geraldo alckmin,Neutral
vamos melhorar seguranca publica geraldopresidente,Negative
o brinde ex governador geraldo alckmin distribuiu brasil sp twitteruolnoticiasst atus,Negative
rodovias melhores brasil melhor,Negative
gente olha legal descobri santo chuchu vai votar lulalivre,Negative
vai melhorar senhor,Negative
t r a b a l h o geraldopresidente,Neutral
alckmin melhorando habitacao,Negative
saude publica ira melhorar muito geraldo eleito,Neutral
geraldo alckmin e candidato plunct plact zum nao vai lugar nenhum,Neutral
alckmin trabalhador,Negative
geraldopresidente brasil,Negative
forca geraldo meu candidato,Neutral
parabens geraldo,Negative
ribeirao preto produzindo geraldopresidente,Neutral
vamos dar suporte setor agricola geraldopresidente,Neutral
a voz povo e voz deus vaigeraldo,Neutral
geraldo presidente paz,Neutral
geraldo presidente corta privilegios,Negative
o brasil vai pra frente medicina saude geraldo presidente,Negative
parabens iniciativa povo maranhao e lindo,Neutral
liberar usinas etanol vender diretamente postos abriria boa concorrencia mercado combustiveis reduzindo precos o acham,Neutral
sustentabilidade e chave pro futuro,Negative
parabens geraldao,Neutral
torco geraldo presidente,Neutral
poxa vida bolsonaro eleitores assim dificil ver,Neutral
liguem pro twitteruolnoticiasst atus,Neutral
brasil vai pra frente geraldo presidente,Neutral
participacao popular e chave,Neutral
obrigado ser democratico justo geraldo,Negative
nico candidato possivel presidencia forcageraldo,Neutral
geraldo sempre posicionamentos sensatos pensando melhor populacao com certeza homem preparado governar brasil,Neutral
geraldo alckmin candidato ,Negative
ignorante pobre direita burro seguidor globo mbl paneleiro quer vender empresa dessa abre olho tapado,Neutral
em  hmkiczl,Negative
em  uyurau,Neutral
em  lqssxs,Negative
em  fymb,Neutral
sempre justo,Neutral
sempre dentro lei geraldo presidente,Neutral
atitude correta geraldopresidente,Neutral
esta correto geraldopresidente,Negative
paga,Neutral
cada dia passa geraldo mostra candidato preparado brasil voto,Neutral
para presidente vou votar mudar congressopodre votarei novatos preferencialmente candidatos agentes,Neutral
meu candidato e geraldo,Neutral
doria xo chuchu,Neutral
meu candidato,Neutral
parabens geraldo voto e,Neutral
cada dia passa geraldo mostra candidato preparado brasil voto,Negative
falou esquerdoso estatizante privatizatudo,Neutral
hoje aniversario tio aqui casa irma geraldo alckmin compareceu olha fiquei enojado,Neutral
esse e candidato fala fala diz nada util todos sabemos partido quadrilha e responsavel pais corrupto caotico vivemos hoje,Neutral
sim porem fazer gerar emprego retomar obras comperj,Neutral
de novo vc vai estudar vc precisa estudar nao passar vergonha falando bobagem publico,Positive
vai aprender ler grafico interpretar numeros adianta entrar  bilhao gasta  bilhoes,Neutral
vai estudar vc precisa estudar nao passar vergonha falando bobagem publico,Neutral
a petrobras superavirataria   sendo estatal lucrou bilhoes segurou valor combustivel deixem seguir mbl a petrobras e servir brasileiro agradar acionista americano,Negative
parece bot geraldo alckmin compreende bom frances,Negative
tem ter concorrencia e petrobras precisa fazer caixa rombo deixaram so lava jato  bilhoes devolvido,Negative
tem privatizar abrir mercado bicho burro teles ensinaram nada,Neutral
k,Negative
e geraldo alckmin chamou messenger wcemqg,Neutral
vce merda twitterflaviomorgens tatus,Negative
vc e otario,Neutral
basta stf anular golpe chamar dilma volta,Neutral
psdb equipe geraldo alckmin dizem bolsonaro e tao estatizante quanto esquerda ocup,Neutral
so brasil corruptos safados canalhas,Neutral
igual faz,Neutral
espero povo vote razao q movido gracinhas candidatos populistas q nada fizeram decorrer carreira politica votarei pq governou pais sp pt gov fed manteve estado prospero atesta competencia,Negative
entre geraldo alckmin jair bolsonaro luiz inacio lula silva marina silva pra vai voto pra presidencia brasil eleicoes,Negative
vergonha cara corrupto,Neutral
peco desculpas formais putas incluilas maes et caterva menosprezar importancia oficio envolve somente prazer nada mal carter esperma fecundou ovulos,Neutral
falou chuchu paulo preto pc psdb,Negative
excelente ideia genial como ninguem pensou nisso antes,Neutral
espero q simcoloquem nenhum politico lugar senao,Neutral
verdade a,Neutral
cala boca jumento,Neutral
voces nao protegem consumidor vcs enfiam faca costas,Neutral
bomba logo apos flerte fascismo parabenizar acao policia bh barrar masterplano geraldo alckmin manda mensagem,Neutral
voce geraldo alckmin disse nada nada sobre privatizar elefantes brancos ja tampas tantos penduricalhos parasitas costas segundo consta muros arrimo ninguem fala serio afff,Neutral
devo depreender forma posmoderna nebulosa envergonhada melindrosa declarou voto ,Neutral
que mane recuperacao coisissima nenhumaburacao negro q ser privatizado abertura cxpreta p sabermos qtas andam doacoes feitas psicopata cachaceiro meliante terrorista presidiario lullladrao terrorista assassina diulllmachega deu,Neutral
para evitar oligopolios carteis podem existir mercado aberto devem existir orgaos politicos regulacao,Neutral
ai desce pau geraldo alckmin aparece monte petistas apoiando pensando e petista,Neutral
discursinho incompetencia ptpsdb socialistas estao mamando tempo gover evoluir nada chega mamadores estado vao bolsonaro guedes ministro fazenda fara brasil crescer deixou incompetentes,Neutral
candidato alckmin tomou decisao certa esse lobista joao doria e rico vire financiar campanha manda lascar falar articulando passar tras quer ser indicado candidato presidente,Neutral
por rezo todos dias pro geraldo alckmin morrer sofrendo,Negative
gua e molhada,Neutral
geraldinho vc calado e bom saia politica vc so ganhava sao paulo porque paulistas tontos vc chance alguma eleger presidente,Neutral
pois e dificil alguem corre risco pagar  reais litro gasolina ainda neste ano ainda achar pedro parente ta certo compreender lucro lucro  bilhoes maior governo esquerda conseguiu precisar afundar nenhuma plataforma,Neutral
aliancas regionais pt devem ir pauta alianca prioritaria franca e geraldo alckmin corrida presidencial mas caso tensionamento interno psdb acirre tucano permaneca pareo tudo pode mudar twitterfolhapestatus ,Negative
entao chuchu unico jeito e votar lula,Neutral
pagpu funcionarios petrobras funcionarios aumentou lucro pra reclamar disso e investidor e outro desses vivem procurando saco rico pra colocarem dentro boca,Neutral
o povo parou ser gado politico hoje informacoes sabemos respondendo corrupcao inqueritoporque nunca pronunciou antes na hora promessa depois tacapau cidadao,Negative
hsrtwdle,Neutral
sei fazem uma protecao bem legitima,Negative
ta imitando,Negative
um governo socialdemocrata serve uma coisa acalmar povo preparar terreno volta extrema esquerda s isso se deixar levar polidez flavio rocha geraldo alckmin joao doria fhc e acariciar inimigo perigosissimo,Neutral
sr candidato proposta politica precos petrobras,Negative
os maiores investidores petrobras e consumidor brasileiro paga caro produto vendido barato paises vizinhos,Neutral
sobe quer dizer dois anos entao havia caido e hummm,Neutral
privatizar nica solucao nao tapem sol peneira,Neutral
sempre pensando acionistas primeiro povo segundo lugar olhe la,Neutral
precisamos alguem coragem defender povo nao deixar gasolina brasileira barata paises vizinhos,Neutral
o sistema ajustes petrobras hj privatizada aumentos acordo c mercado internacional sobe todos dias isso e bom p,Negative
nao pagando conta agora nao ligacao preco ser barato antes nova politica aumentos essa forma q hoje e igual privatizada aumentos diarios inclusive aumentou hj novo isso e bom p,Neutral
privatizar,Neutral
obrigado provar ponto o preco sobe desde ,Neutral
o picole chuchu ta pagando quanto pra mentir twitter pelo amor deus gpczj,Negative
hipocrita golpista canalha voces psdb iniciaram entrega petrobras governo entreguista fhc agora colocaram temer pfazer restante trabalho sujo nao adianta vir papinho nunca vencerao eleicao ppresidente so golpe acostumados,Negative
parabens sr fala solucoes genericas muita propriedade,Neutral
quebtou bunda idiota,Neutral
alckmin e esquerda direita povo mal sabe psdb pt criados separados pq fhc lula quiseram abrir mao ser presidente prol outro,Neutral
entao o diz milhoes roubados obras rodoanel norte inacabada ja custou milhoes durante governo responde falaremos roubos metro,Neutral
trabalho serio incansavel respeito cidadao geraldo e assim ele formando equipe competente ajudar brasil crescer novamente geraldo presidente,Negative
geraldo alckmin toma cha homenagem parada gay,Negative
querem reabrir propinodutos,Negative
tai pergunta tbm faria,Neutral
falou candidato digito,Neutral
vai defender populismopt emplacou empresa,Neutral
picole chuchu derretendo prova e monte baboseira escreve,Neutral
xmhdqxg,Neutral
o petroleo queda livre dois anos pare querer discutir fatos,Neutral
o geraldo alckmin ta  posicao pesquisa ta atras velhinho bengala,Positive
gostei video youtubewztdgqdccgam ajor olimpio detona geraldo alckmin na cara dura durante evento,Neutral
premio coco gigante ano individuo pingo vergonha cara,Neutral
jumento recebo sistema antigo aumento pagava barato a petrobras q servir brasileiro gerar lucro p acionistas americanos vc acha q privatizar elevarem preco combustiveis oq vai poder ser feito vc e pobre n burro tbm,Neutral
lucrativa bem gerida esta falando governos pt certamente porque enquanto sob comando demitido caracteristicas beneficiaram empresas americanas,Neutral
recuperacao voces psdb traicoeiros pais entregam todos recursos estrangeiros mentem descaradamente ignorantes recuperando outros partidos preservaram soberania canalhas golpistas traidores,Negative
seu perfil cheio fique la,Neutral
foi projeto criou codigo defesa consumidor,Neutral
seu comunista,Neutral
burro e manter estatal vc telefone hoje esquerda e burra,Neutral
oligopolio privatizar abrir mercado cortar concessao quem abre refinaria etc,Negative
onde pra saude,Neutral
pqp voce nao perde oportunidade falar muitas ate d tantas falas hein pinoquio,Positive
acho precisa estudar historia matematica economia se competencia,Neutral
populismo pt pagamos hoje,Neutral
petista e cego analise numeros pt deixou empresa petroleo endividada planeta criou maior escandalo corrupcao planeta  bilhoes devolvido cofres somente lava jato,Negative
existe concorrencia e mercado,Negative
mais querendo atencao se quisesse saber pesquisar ciro,Neutral
k anos nada no governo petista roubo puro privatiza,Neutral
hahahahahahahaha,Negative
le primeiro tweet,Neutral
tem e privatizar merda,Neutral
sempre acho uns videos perdidos q vontade sair botando todo lugar cantando pra juventude tucana desservico geraldo alckmin estado sao paulo t,Negative
papo reto peito aberto parabens geraldo futuro presidente,Neutral
concordo alckmin elaborar politica preco previsibilidade,Negative
geraldopresidente preparadoparaobrasil,Neutral
teles idade telefone declarado imposto renda valor carro celular pagava receber chamadas vale impostos royalties rende hoje mesma estatal sp rodovias concessao melhores pais pode continuar,Neutral
para nao vao ai ja disse muda discurso perfeicao passa encarar realidade deficit acoes governo brasileiro vai sair  intencao voto da povo querem ouvir problemas solucao factoides politicos,Neutral
o povo petrobras assaltados  anos pt e para passar vergonha tu vai ter  votos,Negative
vc primeiro cobrar eixo suspenso cara pau sua meta e tirar coro trabalhador,Negative
eu lula pqp,Neutral
geraldo alckmin preparado brasil,Neutral
proposta coerente vinda auto intitula carastrofista profissional as redes sociais viraram principal palanque vergonha alheia,Neutral
era exatamente vinha praticando portanto vou considerar opiniao recomendacao voto lulalivre obrigado adesao,Negative
engracado ver alguem declara comunista usar twitter inventado imperialistas americanos expor ideias isso capitalismo malvadao permite na coreia norte china e permitido fica dica,Neutral
quando senhor diz recuperaram petrobras senhor quer dizer fizeram fizeram setor eletrico governo fhc apago e,Neutral
em sp ibope aponta presidente lula  jair bolsonaro  geraldo alckmin  gglobospsaopauloleicoesnoticiaspibopeapontapresidentelulajairbolsonarogeraldoalckminghtml,Negative
primeiro senhor dar satisfacao denuncias cirrupy envolvendo governo,Neutral
e simples colocar politicos administrar petrobras,Neutral
consumidores protegidos concorrencia,Neutral
boa discussao sabemos q regalias alto custo parlamentares precisam acabar quantidade ideal deputados fed senadores legal pesquisarmos noutros paises populacao prox onde realmente fazem diferenca,Neutral
que bom perfil afinados precisamos mobilizar,Neutral
eu ainda aposto marqueteiros partido precisam ajustar discurso q realmente sabe fazer fez vai fazer na vdd geraldo e dado populismo personalismo declaracoes folcloricas mitadas mas precisa ser objetivo,Neutral
ta bom governador teoria linda definicao precisa ser feito pratica todos sabemos e dificil agradar fome acionistas necessidade sociedade,Neutral
economiauolbrnoticiasredac baixarprecogasolinadieselpetrobrasamphtmtwitterimpressiontrue,Neutral
me deu sono comentario,Neutral
e,Neutral
minha filha quatro anos retorica convincente vai trabalhar pra sobreviver andar pendurado tetas estado sabe assim melhora inutil,Neutral
parabens o senhor conseguiu atualizar expressao carapau versao master merece premio tamanho cinismo,Neutral
empresa publica carater social tem ter primeiro beneficiario povo brasileiro contrario,Negative
voce diz ser favor povo brasileiro favoravel caminhoneiros entusiasta politica petrobras ainda favor classe politica da ser menos cimamuro pechao os brasileiros idiotas,Neutral
lembrando muitos partido ajudou roubar e cria fhc ninguem chamado ne,Neutral
que bom caminho certo so falta termos bom candidato presidente ai voto ,Negative
va merda,Neutral
ta dispensado,Negative
k presidiario e contra maioridade penal,Neutral
vai perder eleicao um pt candidato fantasma este candidato,Negative
testado aprovado preparadoparaobrasil kik,Neutral
ja roubado vc qd dificuldade paguei ipva abril setembro valor ipva dobrou nome protestando ou nome sujo pagar dobro valor custas cartorio apos  meses negativado ladrao,Neutral
geraldo alckmin precandidato presidencia brasil eleicoes deste ano porto alegre apresentou principais temas desafios saude reuniao ocorrida federacao hospitais facebooklucasredeckerposts,Neutral
candidato  minuto meio explicar ideia valendo,Negative
boa pergunta tlvz proximo coisa politicaestadaobrnoticiasgeral alckminafirmafaltariaguilhotinapunircorruptos zpigpavw,Neutral
qdo parente livrou cara fhc decalapso energiavc aplaudiuagora fica batendo morto bem ti,Neutral
votar e manter mesmice psdbdeaecionuncamais twitterspitfireansta tus,Neutral
e proposta porque obvio senhor falou agora conta faria longinqua possibilidade vir ser presidente,Negative
tu entrego estacoes final mandato nao consegue cuidar sp vai cuidar brasil,Neutral
nao nao retomarao pq geraldo e contrario privatizacao e avesso qq possibilidade confronto politico,Positive
sr ira contrariar interesses partido golpistas rt com saida cont tlgdnoelf,Neutral
platitudes,Neutral
tao quietinho congressoemfocouolbrnoticiaspgrp edeinqueritosobrecaixadoisjoseserraenviadoprimeirainstancia,Neutral
fernando h cardoso q colocaram pensem bem povo brasileiro tipo gente q partido escolheu p fazer lei ah leis p pobres q ricos hc instantaneos just in time,Neutral
fernando h cardoso q colocaram pensem bem povo brasileiro tipo gente q partido escolheu p fazer lei ah leis p pobres q ricos hc instantaneos just in time twitteruolnoticiasst atus,Negative
isso danilo vamos todos votar pois e centro envolve brigas esquerda direita e falou existe ninguem honesto,Neutral
mais desvio multimilionario agora construcao rodoanel norte durante governo geraldo alckmin agora paralisada o tucanalha sujo privada rodoviaria quer atacar jair bolsonaro urom,Negative
seguindo,Neutral
cala boca pilantra,Negative
e paulo preto,Negative
olha lixo ai gente todos,Negative
le primeiro tweet menos burro favor,Negative
verdade governador,Neutral
a petrobras perdeu  bilhoes em dias parente fez acordo q  lucro pro americanos onde q recuperou migo,Neutral
bastidores passagem precandidato planalto porto alegre coluna aruo,Negative
acho faltando interpretar escreveu ele disse preco hoje ele disse ltimos dois anos assim preco gasolina subiu parar,Neutral
nao e,Neutral
na opiniao atualmente e poder mao muitos resolvem nada morosidade pra qualquer avanco dai entram acordos acertos pra votar qualquer peca reduzir bom  ainda acho,Negative
o psdb e mto covarde chega cansar,Neutral
vc mandou gilmar soltar parceiro paulo preto,Negative
ofenda tuite,Neutral
meirelles alckmin disputam apoio ptb querem chapa gaucho ronaldo nogueira os candidatos geraldo alckmin henrique meirelles queda braco atrair ptb coligacoes ikiac,Neutral
esperamos assim,Negative
recuperacao vc diz vender presal pra gringo isencao fiscal bilhoes ne vagabundo,Neutral
lula,Negative
o pedro parente e indicacao psdb estrume logo e parca,Negative
privatizacao petrobras,Negative
alckmin mude discurso nomeie estes polticos presos lula pronto doeu,Negative
nexojornalbrgrafico umhistcbricovisualquedaprecaopetrcbleo,Neutral
vc fez durante todos anos governo ao tempo es amigo,Negative
poderiamos comecar permitir indicasse gestores orgao coisa senhor ocultou agora nem ser cinico presta sera bom velo chegar segundo turno,Neutral
esta fechando unidades mandou  mil terceirizados embora e recuperacao petrobrasvcs q dar gracas deus q encontraram pre sal petrobras entreguistasculpa altos precos combustiveis estados q cobram  icms,Neutral
naquela epoca preco barril maior  dolares a analise pode ser forma generica pontual de la  sucatearam empresa sugaram bilhoes corrupcao,Negative
recuperacao petrobras como assim a empresa parou fazer investimentos ind naval petroleira arrasada importando plataformas china refinarias operando  capacidade venderam campos pre sal barato q coca cola,Negative
eu acho e preco o problema cabide empregos consequente aumento custos mas vc e gestor publico sabe e reduzir despesas aumentar receitas,Neutral
porta fundos pf repreende delegado defendeu prisao michel temer geraldo alckmin aecio neves ignora ameacou lula pf moro recusam investigar tres diz declaracoes cunho exclusivamente pessoal tmblrcozzwxwvyie,Negative
se vc analisar lucro q   cobre prejuizo milhoes vezes,Neutral
preparadoparaobrasil psdb eleicoes afavordobrasil afavordobrasil ekyr,Neutral
descobriu polvora,Neutral
quais informacoes reais,Neutral
pegadinha ne ver to acordado ne nao faca vc podera ser humilhado publicamente,Negative
sabem gente recupera bagaca toda nao corrompendo sendo corrompido merendao mensalao outras verbas saude educacao enquanto corrupcao havera crise brasil dinheiro e maiores economias fica caro e preco corrupcao,Negative
agora pedro parente mudar politicas criar independencia governo infelizmente aguentou pressao politica note  prejuizo  bi,Neutral
mas disse q petrobras prejuizo sendo estatal,Neutral
vcs dinheiro comprala se burros pq privatizacao e boa p compra,Negative
precisamos acabar monopolio refino govenador satisfacao consumidor e simples consequencia livre concorrencia boa gestao,Neutral
vc dinheiro p comprar se e pobre burro pq privatizacao e boa p compra,Neutral
fernando vc e acionista petrobras se e pq vc preocupa c lucro a petrobras q servir brasileiro dar lucro acionistas estrangeiros,Neutral
vcs querem privatizacao por acaso vcs dinheiro comprala privatizacao e bom p compra o povo terra,Neutral
da onde vem dinheiro paga ineficiencia estado administrar empresas a grande maioria pobres se qualquer prejuizo contribuinte paga conta,Neutral
recuperacao esse merda partido destruiu melhor empresa pais,Neutral
pobres valor sendo definido mercado vcs felizes assim gasolina  reais por acaso vcs acionistas shell petrobras burros ganha c acionistas povo ferra parem seguir mbl,Neutral
esses pobres q pedem privatizacoes piada ate parece q vao comprar empresa deixem ser burros privatizacao e bom p compra resto e ferro,Neutral
aqui uns  quer me ver puto ataque o e passe a mo na cabea chifruda do propineirocorrupto quer aumentar a putisse passe as duas mos na cabea do ciro fascista gomes coronzinho das caatingas ou ainda elogie a murista marina melancia,Negative
a petrobras e servir brasileiros preco justo dar lucro acionistas mudando assunto fale sobre mafia rodoanel metro pedagios merenda seu lugar e cadeia,Neutral
e tirar a petrobras malditos cancerosos erario politicos voces tem dom acabarem tudo como oportunistas gafanhotos erario tem acabar historia dar empresa partidoslixos malditos,Neutral
eu quer me ver puto ataque o e passe a mo na cabea chifruda do propineirocorrupto quer aumentar a putisse passe as duas mos na cabea do ciro fascista gomes coronzinho das caatingas ou ainda elogie a murista marina melancia,Negative
cala boca golpista ladrao merenda saqueador dinheiro publico vc e cinicos mentirosos tucanos sao paulo precisa libertar governo usurpador forapsdb,Neutral
recuperar petrobras la corrupcao bando interesseiros sugando lucro empresa nenhum merecem confianca diz,Negative
haahahha competencia pt mesma frase pega leve drogas fera,Neutral
proteger tbm consumidor e ponto,Neutral
incrivel jogo politico sp fez populacao realmente necessitava pra governador voto ctz mas pra presidente caso concorra ciro lula marina vida segundo turno por enquanto vou amoedo flavio rocha msm,Negative
ta hora acordar msm nao vou votar fale verdade pra populacao o lugar pais chegou mostra verdade sobre populismo alckmin ta jogando novamente nessa campo ctz perder voto alem migraram pro campo apoio doria,Neutral
nomes senador em cima muro santo eleitor quer saber politico medo falar,Neutral
vai passar vergonha  tucano golpista maepde,Neutral
fala privatizar candidato chance quer manter elefante branco compadres roubarem,Negative
nao alguma coisa obvia pra dizer,Neutral
se pudessemos confiar urnas eletronicas podiamos acreditar mudancas brasil porem e confiavel da confianca candidato escolhemos e urna computando apuracao geral escolha representantes,Negative
a protecao consumidor e ter concorrencia petrobras,Neutral
na verdade e dissolver tres poderes intervencao forcas armadas e solucao problemas atinge brasil norte sul leste oeste,Neutral
o brasil no tem dinheiro n seu geraldo fundao e sacanagem povo,Neutral
vs acabado politico afundou sao paulo agora quer acabar afundar brasil e sr governou estado rico nacao deixou funcionalismo publico ter pior salario,Neutral
grosso modo lvaro dias podemos e farinha saco henrique meirelles mdb rodrigo maia dem geraldo alckmin psdb fica chato assumir campanha eleitoral querem aprofundamento temer vem fazendo verniz contra corrupcao,Neutral
cima muro bom tucano privatizaja privatizatudo,Neutral
 opcoes e boa petrobras outra boa povo,Neutral
vai fazer media outro lugar coisa e compativel outra,Neutral
tem manter viu pelo menos proximo presidente republica assumir petrobras brasil outros,Negative
mas veja fala o cara avalisou deu sustentaculo golpe incitou pessoas irem ruas camisas cbf bufando odio agora vem conversa furada alckminpsdb caos brasileiro tudo ver,Neutral
juntando toda cambada da meio lula,Neutral
nao tentem desvincular pedro parente agora covarde ele indicado partido colocou consumidor brasileiro tendo pagar gasolina preco ouro,Neutral
via raquel dodge pede gilmar envie inquerito serra justica sp eu explico porque o procuradorgeral gianpaolo smanio analisa casos nomeado tucano geraldo alckmin foi engavetou caso alckmin inclusive,Neutral
nem todos o pdt vargas criou petrobras ja psdb pmdb hoje chama mdb dem pp outros partidos direita centro direita sempre quis acabar petrobras vender petroleo mesma outros entreguistas twittervejastatus ,Neutral
alckmin e ladrao,Neutral
nao da ser independente comunistas governo a maior sacanagem comuna geraldo alckmin fazer escada outro comuna marcio franca psdb sempre abrindo caminho comunismo radical,Neutral
o pedro parente seguia cartilha psdb,Positive
abre lite iniciativa empresas estrangeiras politicos precisam aprender serem comerciantes entender comercio interesses individuais aprendam alias copiem economia americana facil criar economia tupiniquim,Neutral
o proteger consumidores segurar preco artificialmente fez pt,Neutral
como explicar mundo partido perdeu eleicao psdb e partido governando junto temer explica pf,Neutral
nao representam povo nada produzem nada transformam pais inteiro puteiro assim ganha dinheiro piscina cheia ratos palavras correspondem fatos mentiras promessa vazias peso medidas,Negative
muita hipocrisia parente e indicacao psdb paulo preto,Neutral
sim ivan infelizmente mas expusemos aqui discordancia o pedido senador infeliz twitterrenovapsdbsta tuss,Negative
miseravel ladrao voces tucanos merecem prisao perpetua sao mestres dilapidar patrimonio publico brasileiro acusarem outros aves rapina abutres,Negative
populares jogam fezes geraldo alckmin veja aconteceu youtubeosbfjv via,Neutral
alguem conta pra petrobras merenda,Negative
que tal falar posicao aumentar imposto vc brasil arrecada pouco,Neutral
que tal falar posicao aumentar imposto vc brasil arrecada pouco,Negative
t,Neutral
abre mao entao jatinho fab cartao corporativo alguns assessores segurancas carro oficial isso sim ser contra privilegios falaciano,Neutral
sua preocupacao e tanta quer enfiar povo impostos,Neutral
e serio q cara acha q chances ser presidente brasil k,Neutral
br presidente ,Neutral
dividir menos  empresas diferentes promover competicao feroz,Negative
o ciro unico pedir vivo roda viva saida pedro parente,Negative
os dinossauros morreram fome isso vai acontecer estado paquiderme assim rasteja brasilidade,Neutral
a unica saida correta e privatizacao pulverizada criar outro monopolio teremos concorrencia efetiva,Neutral
se brasil realmente pais serio pais verdade temer geraldo alckmin tantos outros sido captado tempo lula nao estaria incluso pesquisas sondagens,Negative
fala serio twitterbobjac,Neutral
eu vou  turno,Neutral
vende porra,Neutral
ainda  anos frente aposentar,Neutral
santo santo fazendo santo,Neutral
cala boca golpista safado,Neutral
cao so impostos royalties pagos anualmente governo dao dinheiro q lucro vale estatal lucro estatais dao prejuizos povo brasileiro,Neutral
cala boca astzclq,Neutral
jurava eleitor xd,Neutral
falou santo precisamos recuperar merenda criancas devolver recuperacao rio tiete metro etc agora aviso urnas ganha tucanalha,Neutral
precisamos definir mandamos pra siberia bangu,Neutral
