text	sentiment
geraldo presidente	['negativo']
parabens geraldo	['neutro']
defensor ricardo acho potencial grande e tecnico precisa melhorar bola area jogo fisico ta fisico geraldo alckmin	['negativo']
vamos melhorar seguranca publica geraldopresidente	['neutro']
parabens geraldo	['neutro']
o brinde ex governador geraldo alckmin distribuiu brasil sp twitteruolnoticiasst atus	['negativo']
rodovias melhores brasil melhor	['neutro']
gente olha legal descobri santo chuchu vai votar lulalivre	['negativo']
vai melhorar senhor	['negativo']
t r a b a l h o geraldopresidente	['negativo']
alckmin melhorando habitacao	['negativo']
saude publica ira melhorar muito geraldo eleito	['neutro']
geraldo alckmin e candidato plunct plact zum nao vai lugar nenhum	['negativo']
alckmin trabalhador	['neutro']
geraldopresidente brasil	['neutro']
forca geraldo meu candidato	['negativo']
parabens geraldo	['negativo']
ribeirao preto produzindo geraldopresidente	['neutro']
vamos dar suporte setor agricola geraldopresidente	['negativo']
a voz povo e voz deus vaigeraldo	['neutro']
geraldo presidente paz	['neutro']
geraldo presidente corta privilegios	['neutro']
o brasil vai pra frente medicina saude geraldo presidente	['neutro']
parabens iniciativa povo maranhao e lindo	['negativo']
liberar usinas etanol vender diretamente postos abriria boa concorrencia mercado combustiveis reduzindo precos o acham	['negativo']
sustentabilidade e chave pro futuro	['neutro']
parabens geraldao	['neutro']
torco geraldo presidente	['negativo']
geraldopresidente	['neutro']
parabens geraldo	['neutro']
poxa vida bolsonaro eleitores assim dificil ver	['neutro']
liguem pro twitteruolnoticiasst atus	['neutro']
brasil vai pra frente geraldo presidente	['neutro']
participacao popular e chave	['neutro']
obrigado ser democratico justo geraldo	['neutro']
nico candidato possivel presidencia forcageraldo	['neutro']
geraldo sempre posicionamentos sensatos pensando melhor populacao com certeza homem preparado governar brasil	['negativo']
geraldo alckmin candidato 	['neutro']
ignorante pobre direita burro seguidor globo mbl paneleiro quer vender empresa dessa abre olho tapado	['neutro']
em  hmkiczl	['negativo']
em  uyurau	['neutro']
forca geraldo meu candidato	['negativo']
em  lqssxs	['neutro']
em  fymb	['neutro']
sempre justo	['negativo']
sempre dentro lei geraldo presidente	['neutro']
geraldo presidente	['neutro']
atitude correta geraldopresidente	['neutro']
esta correto geraldopresidente	['negativo']
paga	['neutro']
cada dia passa geraldo mostra candidato preparado brasil voto	['negativo']
para presidente vou votar mudar congressopodre votarei novatos preferencialmente candidatos agentes	['neutro']
meu candidato e geraldo	['neutro']
doria xo chuchu	['neutro']
meu candidato	['neutro']
geraldo presidente	['neutro']
parabens geraldo voto e	['neutro']
cada dia passa geraldo mostra candidato preparado brasil voto	['neutro']
geraldo sempre posicionamentos sensatos pensando melhor populacao com certeza homem preparado governar brasil	['neutro']
geraldopresidente	['negativo']
falou esquerdoso estatizante privatizatudo	['neutro']
k	['neutro']
hoje aniversario tio aqui casa irma geraldo alckmin compareceu olha fiquei enojado	['neutro']
esse e candidato fala fala diz nada util todos sabemos partido quadrilha e responsavel pais corrupto caotico vivemos hoje	['neutro']
sim porem fazer gerar emprego retomar obras comperj	['neutro']
de novo vc vai estudar vc precisa estudar nao passar vergonha falando bobagem publico	['neutro']
vai aprender ler grafico interpretar numeros adianta entrar  bilhao gasta  bilhoes	['neutro']
k	['positivo']
vai estudar vc precisa estudar nao passar vergonha falando bobagem publico	['neutro']
a petrobras superavirataria   sendo estatal lucrou bilhoes segurou valor combustivel deixem seguir mbl a petrobras e servir brasileiro agradar acionista americano	['neutro']
k	['neutro']
parece bot geraldo alckmin compreende bom frances	['negativo']
tem ter concorrencia e petrobras precisa fazer caixa rombo deixaram so lava jato  bilhoes devolvido	['neutro']
tem privatizar abrir mercado bicho burro teles ensinaram nada	['negativo']
k	['negativo']
e geraldo alckmin chamou messenger wcemqg	['neutro']
vce merda twitterflaviomorgens tatus	['negativo']
vc e otario	['neutro']
basta stf anular golpe chamar dilma volta	['negativo']
psdb equipe geraldo alckmin dizem bolsonaro e tao estatizante quanto esquerda ocup	['neutro']
so brasil corruptos safados canalhas	['neutro']
igual faz	['neutro']
espero povo vote razao q movido gracinhas candidatos populistas q nada fizeram decorrer carreira politica votarei pq governou pais sp pt gov fed manteve estado prospero atesta competencia	['neutro']
entre geraldo alckmin jair bolsonaro luiz inacio lula silva marina silva pra vai voto pra presidencia brasil eleicoes	['neutro']
vergonha cara corrupto	['negativo']
peco desculpas formais putas incluilas maes et caterva menosprezar importancia oficio envolve somente prazer nada mal carter esperma fecundou ovulos	['negativo']
falou chuchu paulo preto pc psdb	['neutro']
excelente ideia genial como ninguem pensou nisso antes	['neutro']
espero q simcoloquem nenhum politico lugar senao	['negativo']
verdade a	['neutro']
cala boca jumento	['neutro']
voces nao protegem consumidor vcs enfiam faca costas	['neutro']
bomba logo apos flerte fascismo parabenizar acao policia bh barrar masterplano geraldo alckmin manda mensagem	['neutro']
	['neutro']
voce geraldo alckmin disse nada nada sobre privatizar elefantes brancos ja tampas tantos penduricalhos parasitas costas segundo consta muros arrimo ninguem fala serio afff	['neutro']
devo depreender forma posmoderna nebulosa envergonhada melindrosa declarou voto 	['neutro']
que mane recuperacao coisissima nenhumaburacao negro q ser privatizado abertura cxpreta p sabermos qtas andam doacoes feitas psicopata cachaceiro meliante terrorista presidiario lullladrao terrorista assassina diulllmachega deu	['neutro']
para evitar oligopolios carteis podem existir mercado aberto devem existir orgaos politicos regulacao	['neutro']
ai desce pau geraldo alckmin aparece monte petistas apoiando pensando e petista	['neutro']
discursinho incompetencia ptpsdb socialistas estao mamando tempo gover evoluir nada chega mamadores estado vao bolsonaro guedes ministro fazenda fara brasil crescer deixou incompetentes	['neutro']
candidato alckmin tomou decisao certa esse lobista joao doria e rico vire financiar campanha manda lascar falar articulando passar tras quer ser indicado candidato presidente	['neutro']
por rezo todos dias pro geraldo alckmin morrer sofrendo	['neutro']
gua e molhada	['neutro']
geraldinho vc calado e bom saia politica vc so ganhava sao paulo porque paulistas tontos vc chance alguma eleger presidente	['negativo']
pois e dificil alguem corre risco pagar  reais litro gasolina ainda neste ano ainda achar pedro parente ta certo compreender lucro lucro  bilhoes maior governo esquerda conseguiu precisar afundar nenhuma plataforma	['neutro']
aliancas regionais pt devem ir pauta alianca prioritaria franca e geraldo alckmin corrida presidencial mas caso tensionamento interno psdb acirre tucano permaneca pareo tudo pode mudar twitterfolhapestatus 	['neutro']
entao chuchu unico jeito e votar lula	['neutro']
pagpu funcionarios petrobras funcionarios aumentou lucro pra reclamar disso e investidor e outro desses vivem procurando saco rico pra colocarem dentro boca	['negativo']
o povo parou ser gado politico hoje informacoes sabemos respondendo corrupcao inqueritoporque nunca pronunciou antes na hora promessa depois tacapau cidadao	['neutro']
hsrtwdle	['neutro']
sei fazem uma protecao bem legitima	['negativo']
ta imitando	['neutro']
um governo socialdemocrata serve uma coisa acalmar povo preparar terreno volta extrema esquerda s isso se deixar levar polidez flavio rocha geraldo alckmin joao doria fhc e acariciar inimigo perigosissimo	['negativo']
sr candidato proposta politica precos petrobras	['negativo']
os maiores investidores petrobras e consumidor brasileiro paga caro produto vendido barato paises vizinhos	['neutro']
sobe quer dizer dois anos entao havia caido e hummm	['negativo']
privatizar nica solucao nao tapem sol peneira	['neutro']
sempre pensando acionistas primeiro povo segundo lugar olhe la	['neutro']
precisamos alguem coragem defender povo nao deixar gasolina brasileira barata paises vizinhos	['neutro']
o sistema ajustes petrobras hj privatizada aumentos acordo c mercado internacional sobe todos dias isso e bom p	['neutro']
nao pagando conta agora nao ligacao preco ser barato antes nova politica aumentos essa forma q hoje e igual privatizada aumentos diarios inclusive aumentou hj novo isso e bom p	['neutro']
privatizar	['negativo']
obrigado provar ponto o preco sobe desde 	['neutro']
o picole chuchu ta pagando quanto pra mentir twitter pelo amor deus gpczj	['neutro']
k	['neutro']
hipocrita golpista canalha voces psdb iniciaram entrega petrobras governo entreguista fhc agora colocaram temer pfazer restante trabalho sujo nao adianta vir papinho nunca vencerao eleicao ppresidente so golpe acostumados	['negativo']
parabens sr fala solucoes genericas muita propriedade	['neutro']
quebtou bunda idiota	['negativo']
alckmin e esquerda direita povo mal sabe psdb pt criados separados pq fhc lula quiseram abrir mao ser presidente prol outro	['neutro']
entao o diz milhoes roubados obras rodoanel norte inacabada ja custou milhoes durante governo responde falaremos roubos metro	['neutro']
trabalho serio incansavel respeito cidadao geraldo e assim ele formando equipe competente ajudar brasil crescer novamente geraldo presidente	['neutro']
geraldo alckmin toma cha homenagem parada gay	['neutro']
querem reabrir propinodutos	['negativo']
tai pergunta tbm faria	['negativo']
falou candidato digito	['negativo']
vai defender populismopt emplacou empresa	['neutro']
picole chuchu derretendo prova e monte baboseira escreve	['neutro']
xmhdqxg	['neutro']
	['neutro']
o petroleo queda livre dois anos pare querer discutir fatos	['neutro']
o geraldo alckmin ta  posicao pesquisa ta atras velhinho bengala	['neutro']
gostei video youtubewztdgqdccgam ajor olimpio detona geraldo alckmin na cara dura durante evento	['neutro']
premio coco gigante ano individuo pingo vergonha cara	['positivo']
jumento recebo sistema antigo aumento pagava barato a petrobras q servir brasileiro gerar lucro p acionistas americanos vc acha q privatizar elevarem preco combustiveis oq vai poder ser feito vc e pobre n burro tbm	['neutro']
lucrativa bem gerida esta falando governos pt certamente porque enquanto sob comando demitido caracteristicas beneficiaram empresas americanas	['neutro']
recuperacao voces psdb traicoeiros pais entregam todos recursos estrangeiros mentem descaradamente ignorantes recuperando outros partidos preservaram soberania canalhas golpistas traidores	['neutro']
seu perfil cheio fique la	['neutro']
foi projeto criou codigo defesa consumidor	['negativo']
seu comunista	['neutro']
burro e manter estatal vc telefone hoje esquerda e burra	['neutro']
oligopolio privatizar abrir mercado cortar concessao quem abre refinaria etc	['neutro']
onde pra saude	['neutro']
pqp voce nao perde oportunidade falar muitas ate d tantas falas hein pinoquio	['negativo']
acho precisa estudar historia matematica economia se competencia	['neutro']
populismo pt pagamos hoje	['positivo']
petista e cego analise numeros pt deixou empresa petroleo endividada planeta criou maior escandalo corrupcao planeta  bilhoes devolvido cofres somente lava jato	['neutro']
existe concorrencia e mercado	['neutro']
mais querendo atencao se quisesse saber pesquisar ciro	['negativo']
k anos nada no governo petista roubo puro privatiza	['negativo']
hahahahahahahaha	['neutro']
le primeiro tweet	['neutro']
tem e privatizar merda	['negativo']
k	['neutro']
k	['neutro']
sempre acho uns videos perdidos q vontade sair botando todo lugar cantando pra juventude tucana desservico geraldo alckmin estado sao paulo t	['neutro']
papo reto peito aberto parabens geraldo futuro presidente	['neutro']
concordo alckmin elaborar politica preco previsibilidade	['negativo']
k	['neutro']
geraldopresidente preparadoparaobrasil	['negativo']
teles idade telefone declarado imposto renda valor carro celular pagava receber chamadas vale impostos royalties rende hoje mesma estatal sp rodovias concessao melhores pais pode continuar	['neutro']
para nao vao ai ja disse muda discurso perfeicao passa encarar realidade deficit acoes governo brasileiro vai sair  intencao voto da povo querem ouvir problemas solucao factoides politicos	['neutro']
o povo petrobras assaltados  anos pt e para passar vergonha tu vai ter  votos	['neutro']
vc primeiro cobrar eixo suspenso cara pau sua meta e tirar coro trabalhador	['neutro']
eu lula pqp	['negativo']
geraldo alckmin preparado brasil	['negativo']
proposta coerente vinda auto intitula carastrofista profissional as redes sociais viraram principal palanque vergonha alheia	['neutro']
k	['neutro']
era exatamente vinha praticando portanto vou considerar opiniao recomendacao voto lulalivre obrigado adesao	['neutro']
engracado ver alguem declara comunista usar twitter inventado imperialistas americanos expor ideias isso capitalismo malvadao permite na coreia norte china e permitido fica dica	['neutro']
quando senhor diz recuperaram petrobras senhor quer dizer fizeram fizeram setor eletrico governo fhc apago e	['negativo']
em sp ibope aponta presidente lula  jair bolsonaro  geraldo alckmin  gglobospsaopauloleicoesnoticiaspibopeapontapresidentelulajairbolsonarogeraldoalckminghtml	['neutro']
primeiro senhor dar satisfacao denuncias cirrupy envolvendo governo	['neutro']
e simples colocar politicos administrar petrobras	['negativo']
consumidores protegidos concorrencia	['neutro']
boa discussao sabemos q regalias alto custo parlamentares precisam acabar quantidade ideal deputados fed senadores legal pesquisarmos noutros paises populacao prox onde realmente fazem diferenca	['neutro']
que bom perfil afinados precisamos mobilizar	['neutro']
eu ainda aposto marqueteiros partido precisam ajustar discurso q realmente sabe fazer fez vai fazer na vdd geraldo e dado populismo personalismo declaracoes folcloricas mitadas mas precisa ser objetivo	['neutro']
ta bom governador teoria linda definicao precisa ser feito pratica todos sabemos e dificil agradar fome acionistas necessidade sociedade	['neutro']
economiauolbrnoticiasredac baixarprecogasolinadieselpetrobrasamphtmtwitterimpressiontrue	['neutro']
me deu sono comentario	['neutro']
e	['neutro']
	['neutro']
minha filha quatro anos retorica convincente vai trabalhar pra sobreviver andar pendurado tetas estado sabe assim melhora inutil	['neutro']
	['neutro']
	['neutro']
parabens o senhor conseguiu atualizar expressao carapau versao master merece premio tamanho cinismo	['negativo']
empresa publica carater social tem ter primeiro beneficiario povo brasileiro contrario	['neutro']
voce diz ser favor povo brasileiro favoravel caminhoneiros entusiasta politica petrobras ainda favor classe politica da ser menos cimamuro pechao os brasileiros idiotas	['neutro']
lembrando muitos partido ajudou roubar e cria fhc ninguem chamado ne	['negativo']
que bom caminho certo so falta termos bom candidato presidente ai voto 	['neutro']
va merda	['neutro']
ta dispensado	['negativo']
k presidiario e contra maioridade penal	['neutro']
vai perder eleicao um pt candidato fantasma este candidato	['negativo']
testado aprovado preparadoparaobrasil kik	['neutro']
ja roubado vc qd dificuldade paguei ipva abril setembro valor ipva dobrou nome protestando ou nome sujo pagar dobro valor custas cartorio apos  meses negativado ladrao	['negativo']
geraldo alckmin precandidato presidencia brasil eleicoes deste ano porto alegre apresentou principais temas desafios saude reuniao ocorrida federacao hospitais facebooklucasredeckerposts	['neutro']
candidato  minuto meio explicar ideia valendo	['neutro']
boa pergunta tlvz proximo coisa politicaestadaobrnoticiasgeral alckminafirmafaltariaguilhotinapunircorruptos zpigpavw	['neutro']
qdo parente livrou cara fhc decalapso energiavc aplaudiuagora fica batendo morto bem ti	['negativo']
votar e manter mesmice psdbdeaecionuncamais twitterspitfireansta tus	['neutro']
e proposta porque obvio senhor falou agora conta faria longinqua possibilidade vir ser presidente	['neutro']
tu entrego estacoes final mandato nao consegue cuidar sp vai cuidar brasil	['neutro']
nao nao retomarao pq geraldo e contrario privatizacao e avesso qq possibilidade confronto politico	['negativo']
sr ira contrariar interesses partido golpistas rt com saida cont tlgdnoelf	['neutro']
platitudes	['positivo']
tao quietinho congressoemfocouolbrnoticiaspgrp edeinqueritosobrecaixadoisjoseserraenviadoprimeirainstancia	['neutro']
fernando h cardoso q colocaram pensem bem povo brasileiro tipo gente q partido escolheu p fazer lei ah leis p pobres q ricos hc instantaneos just in time	['neutro']
fernando h cardoso q colocaram pensem bem povo brasileiro tipo gente q partido escolheu p fazer lei ah leis p pobres q ricos hc instantaneos just in time	['neutro']
fernando h cardoso q colocaram pensem bem povo brasileiro tipo gente q partido escolheu p fazer lei ah leis p pobres q ricos hc instantaneos just in time twitteruolnoticiasst atus	['neutro']
isso danilo vamos todos votar pois e centro envolve brigas esquerda direita e falou existe ninguem honesto	['neutro']
mais desvio multimilionario agora construcao rodoanel norte durante governo geraldo alckmin agora paralisada o tucanalha sujo privada rodoviaria quer atacar jair bolsonaro urom	['negativo']
seguindo	['neutro']
cala boca pilantra	['negativo']
e paulo preto	['neutro']
olha lixo ai gente todos	['neutro']
le primeiro tweet menos burro favor	['neutro']
verdade governador	['neutro']
a petrobras perdeu  bilhoes em dias parente fez acordo q  lucro pro americanos onde q recuperou migo	['neutro']
bastidores passagem precandidato planalto porto alegre coluna aruo	['neutro']
acho faltando interpretar escreveu ele disse preco hoje ele disse ltimos dois anos assim preco gasolina subiu parar	['neutro']
nao e	['negativo']
na opiniao atualmente e poder mao muitos resolvem nada morosidade pra qualquer avanco dai entram acordos acertos pra votar qualquer peca reduzir bom  ainda acho	['neutro']
o psdb e mto covarde chega cansar	['neutro']
vc mandou gilmar soltar parceiro paulo preto	['negativo']
ofenda tuite	['neutro']
meirelles alckmin disputam apoio ptb querem chapa gaucho ronaldo nogueira os candidatos geraldo alckmin henrique meirelles queda braco atrair ptb coligacoes ikiac	['negativo']
esperamos assim	['neutro']
recuperacao vc diz vender presal pra gringo isencao fiscal bilhoes ne vagabundo	['neutro']
lula	['negativo']
o pedro parente e indicacao psdb estrume logo e parca	['neutro']
privatizacao petrobras	['negativo']
alckmin mude discurso nomeie estes polticos presos lula pronto doeu	['negativo']
nexojornalbrgrafico umhistcbricovisualquedaprecaopetrcbleo	['negativo']
vc fez durante todos anos governo ao tempo es amigo	['negativo']
poderiamos comecar permitir indicasse gestores orgao coisa senhor ocultou agora nem ser cinico presta sera bom velo chegar segundo turno	['neutro']
esta fechando unidades mandou  mil terceirizados embora e recuperacao petrobrasvcs q dar gracas deus q encontraram pre sal petrobras entreguistasculpa altos precos combustiveis estados q cobram  icms	['negativo']
naquela epoca preco barril maior  dolares a analise pode ser forma generica pontual de la  sucatearam empresa sugaram bilhoes corrupcao	['neutro']
recuperacao petrobras como assim a empresa parou fazer investimentos ind naval petroleira arrasada importando plataformas china refinarias operando  capacidade venderam campos pre sal barato q coca cola	['neutro']
eu acho e preco o problema cabide empregos consequente aumento custos mas vc e gestor publico sabe e reduzir despesas aumentar receitas	['negativo']
porta fundos pf repreende delegado defendeu prisao michel temer geraldo alckmin aecio neves ignora ameacou lula pf moro recusam investigar tres diz declaracoes cunho exclusivamente pessoal tmblrcozzwxwvyie	['negativo']
se vc analisar lucro q   cobre prejuizo milhoes vezes	['neutro']
preparadoparaobrasil psdb eleicoes afavordobrasil afavordobrasil ekyr	['negativo']
descobriu polvora	['neutro']
quais informacoes reais	['neutro']
pegadinha ne ver to acordado ne nao faca vc podera ser humilhado publicamente	['neutro']
sabem gente recupera bagaca toda nao corrompendo sendo corrompido merendao mensalao outras verbas saude educacao enquanto corrupcao havera crise brasil dinheiro e maiores economias fica caro e preco corrupcao	['neutro']
agora pedro parente mudar politicas criar independencia governo infelizmente aguentou pressao politica note  prejuizo  bi	['negativo']
mas disse q petrobras prejuizo sendo estatal	['negativo']
vcs dinheiro comprala se burros pq privatizacao e boa p compra	['neutro']
precisamos acabar monopolio refino govenador satisfacao consumidor e simples consequencia livre concorrencia boa gestao	['neutro']
vc dinheiro p comprar se e pobre burro pq privatizacao e boa p compra	['negativo']
fernando vc e acionista petrobras se e pq vc preocupa c lucro a petrobras q servir brasileiro dar lucro acionistas estrangeiros	['neutro']
vcs querem privatizacao por acaso vcs dinheiro comprala privatizacao e bom p compra o povo terra	['neutro']
da onde vem dinheiro paga ineficiencia estado administrar empresas a grande maioria pobres se qualquer prejuizo contribuinte paga conta	['neutro']
recuperacao esse merda partido destruiu melhor empresa pais	['neutro']
pobres valor sendo definido mercado vcs felizes assim gasolina  reais por acaso vcs acionistas shell petrobras burros ganha c acionistas povo ferra parem seguir mbl	['neutro']
esses pobres q pedem privatizacoes piada ate parece q vao comprar empresa deixem ser burros privatizacao e bom p compra resto e ferro	['neutro']
aqui uns  quer me ver puto ataque o e passe a mo na cabea chifruda do propineirocorrupto quer aumentar a putisse passe as duas mos na cabea do ciro fascista gomes coronzinho das caatingas ou ainda elogie a murista marina melancia	['neutro']
a petrobras e servir brasileiros preco justo dar lucro acionistas mudando assunto fale sobre mafia rodoanel metro pedagios merenda seu lugar e cadeia	['neutro']
e tirar a petrobras malditos cancerosos erario politicos voces tem dom acabarem tudo como oportunistas gafanhotos erario tem acabar historia dar empresa partidoslixos malditos	['negativo']
eu quer me ver puto ataque o e passe a mo na cabea chifruda do propineirocorrupto quer aumentar a putisse passe as duas mos na cabea do ciro fascista gomes coronzinho das caatingas ou ainda elogie a murista marina melancia	['neutro']
cala boca golpista ladrao merenda saqueador dinheiro publico vc e cinicos mentirosos tucanos sao paulo precisa libertar governo usurpador forapsdb	['neutro']
recuperar petrobras la corrupcao bando interesseiros sugando lucro empresa nenhum merecem confianca diz	['negativo']
haahahha competencia pt mesma frase pega leve drogas fera	['neutro']
proteger tbm consumidor e ponto	['negativo']
incrivel jogo politico sp fez populacao realmente necessitava pra governador voto ctz mas pra presidente caso concorra ciro lula marina vida segundo turno por enquanto vou amoedo flavio rocha msm	['neutro']
ta hora acordar msm nao vou votar fale verdade pra populacao o lugar pais chegou mostra verdade sobre populismo alckmin ta jogando novamente nessa campo ctz perder voto alem migraram pro campo apoio doria	['neutro']
nomes senador em cima muro santo eleitor quer saber politico medo falar	['negativo']
vai passar vergonha  tucano golpista maepde	['neutro']
fala privatizar candidato chance quer manter elefante branco compadres roubarem	['neutro']
nao alguma coisa obvia pra dizer	['neutro']
se pudessemos confiar urnas eletronicas podiamos acreditar mudancas brasil porem e confiavel da confianca candidato escolhemos e urna computando apuracao geral escolha representantes	['negativo']
a protecao consumidor e ter concorrencia petrobras	['neutro']
na verdade e dissolver tres poderes intervencao forcas armadas e solucao problemas atinge brasil norte sul leste oeste	['negativo']
o brasil no tem dinheiro n seu geraldo fundao e sacanagem povo	['neutro']
vs acabado politico afundou sao paulo agora quer acabar afundar brasil e sr governou estado rico nacao deixou funcionalismo publico ter pior salario	['neutro']
grosso modo lvaro dias podemos e farinha saco henrique meirelles mdb rodrigo maia dem geraldo alckmin psdb fica chato assumir campanha eleitoral querem aprofundamento temer vem fazendo verniz contra corrupcao	['neutro']
cima muro bom tucano privatizaja privatizatudo	['neutro']
 opcoes e boa petrobras outra boa povo	['neutro']
vai fazer media outro lugar coisa e compativel outra	['neutro']
tem manter viu pelo menos proximo presidente republica assumir petrobras brasil outros	['neutro']
mas veja fala o cara avalisou deu sustentaculo golpe incitou pessoas irem ruas camisas cbf bufando odio agora vem conversa furada alckminpsdb caos brasileiro tudo ver	['neutro']
juntando toda cambada da meio lula	['negativo']
nao tentem desvincular pedro parente agora covarde ele indicado partido colocou consumidor brasileiro tendo pagar gasolina preco ouro	['neutro']
via raquel dodge pede gilmar envie inquerito serra justica sp eu explico porque o procuradorgeral gianpaolo smanio analisa casos nomeado tucano geraldo alckmin foi engavetou caso alckmin inclusive	['neutro']
nem todos o pdt vargas criou petrobras ja psdb pmdb hoje chama mdb dem pp outros partidos direita centro direita sempre quis acabar petrobras vender petroleo mesma outros entreguistas twittervejastatus 	['neutro']
alckmin e ladrao	['neutro']
nao da ser independente comunistas governo a maior sacanagem comuna geraldo alckmin fazer escada outro comuna marcio franca psdb sempre abrindo caminho comunismo radical	['neutro']
o pedro parente seguia cartilha psdb	['neutro']
abre lite iniciativa empresas estrangeiras politicos precisam aprender serem comerciantes entender comercio interesses individuais aprendam alias copiem economia americana facil criar economia tupiniquim	['neutro']
o proteger consumidores segurar preco artificialmente fez pt	['positivo']
como explicar mundo partido perdeu eleicao psdb e partido governando junto temer explica pf	['neutro']
nao representam povo nada produzem nada transformam pais inteiro puteiro assim ganha dinheiro piscina cheia ratos palavras correspondem fatos mentiras promessa vazias peso medidas	['neutro']
muita hipocrisia parente e indicacao psdb paulo preto	['neutro']
sim ivan infelizmente mas expusemos aqui discordancia o pedido senador infeliz twitterrenovapsdbsta tuss	['negativo']
