Date,text,Sentiment,comment_id,sentiment
05/10/2014 19:59,sei la vcs nao acha estranho dilma ajudar paises comunistas,negativo,150,0
05/10/2014 19:59,fijate lo decia el diario clarin argentino amigo oglobo brasilero brasildecide dilma silva,neutro,161,1
05/10/2014 19:59,agora vou ser obrigado votar dilma,positivo,162,-2
05/10/2014 19:59,aecio ganhar porra vcs votarem dilma brasil vai continuar msm n adianta reclamar,positivo,173,0
05/10/2014 19:59,gente aecio dilma nivel problema agora ver menos pior,negativo,174,-1
05/10/2014 19:59,dilma poupou aecio turno derrubar marina agora vai enfrentar politico profissional boa,neutro,179,-1
05/10/2014 19:59,dilma aecio ta tudo otimo imagina marina meio deus q livre,positivo,183,1
05/10/2014 19:59,pau cu destroi metade brasil justica clica porra maquina numero dilma vao fode,negativo,188,-1
05/10/2014 19:59,moral anos reclamando falando brasil lixo pra chegar hoje votar dentuca dilma,negativo,191,-1
05/10/2014 19:59,voce acha nao poderia ficar pior dilma aecio segundo turno,negativo,193,-1
05/10/2014 19:59,vai burro dilma eleita faco video preciso externar raiva q desse povo,negativo,194,-1
05/10/2014 19:59,negocio pt tudo birrinha sabe dilma melhor fica nessa so p ser contra,positivo,198,1
05/10/2014 19:59,aecio ganhar pq qualquer coisa vai ser melhor dilma,positivo,200,1
05/10/2014 19:59,matem anotem dilma vai ganhar agora daqui anos lula ganha tbm dps anos reelege anos puro pt hmm delicia,positivo,201,1
05/10/2014 19:59,brasileiro povo burro dilma indo pro segundo turno ganhando ainda,negativo,204,-1
05/10/2014 19:59,li gente falando tentou votar aecio apareceu dilma tao trovando nao existe democracia agora,neutro,209,-1
05/10/2014 19:59,nao sei eh pior aecio dilma brasil excelente candidatos d smp p smp,positivo,211,0
05/10/2014 19:59,aecio q ganhar anos dilma deus meee livre,positivo,221,0
05/10/2014 19:59,aecio q vencer dilma novo nao,positivo,222,-1
05/10/2014 19:59,dilma aecio vao disputar segundo turno,neutro,223,-1
05/10/2014 19:59,dilma vai ganhar povo tudo burro nao serve pra votar,positivo,226,-2
05/10/2014 19:59,nao sei pior dilma aecio affz ninguem merece,negativo,227,-1
05/10/2014 19:59,serio gente mineira to falando dilma aecio fiquem dilma,negativo,228,0
05/10/2014 19:59,tao bom minas peso votou dilma,positivo,233,1
05/10/2014 19:59,aecio forte esperado neste cenario provavel dilma perca turno,negativo,234,1
05/10/2014 19:59,dilma nao pode ganhar serio,negativo,236,0
05/10/2014 19:59,dilma aecio lembre melhor diabo voce conhece povo ta achando nao pode piorar,positivo,238,1
05/10/2014 19:59,prefiro marina aecio tbm parece ser pior dilma agr pqp votou dilma q tomar n cu bonito desculpaaemae,negativo,239,0
05/10/2014 19:59,votou agora luciana pra apoiar sabia ia ter segundo turno vai votar dilma,negativo,247,0
05/10/2014 19:59,vcs falando dilma permitiu comprar casa amiga permitiu tanto imposto pessoa morre pagando casa carro acordem,positivo,251,-1
05/10/2014 19:59,engracado argumento povo ai vcs ruas ano passado p votar dilma hoje querida presidente nao governa sozinho,positivo,256,-1
05/10/2014 19:59,oqq cabeca pessoa p votar dilma pezao,neutro,258,-1
05/10/2014 19:59,agora q venca aecio q dilma quatro anos nao vai dar certo,positivo,262,1
05/10/2014 19:59,votou marina vai votar dilma votou namelia vai votar sartori omg,neutro,263,-2
05/10/2014 19:59,dilma rousseff aecio neves definidos turno vou pensa votar,neutro,271,-1
05/10/2014 19:59,genteeeee to chaaaaao destruido vai ser aecio dilma ne putos,neutro,272,-1
05/10/2014 19:59,dilma aecio segundo turno nao sei pior,negativo,278,-1
05/10/2014 19:59,dilma aecio vao disputar segundo turno,neutro,281,-1
05/10/2014 19:59,tudo pra chegar votar dilma,neutro,283,-1
05/10/2014 19:59,euvoteimarina infelizmente dilma vence facil turno,positivo,284,1
05/10/2014 19:59,aecio dilma tudo mesma merda vamos votar nulo,negativo,286,-2
05/10/2014 19:59,vcs falam tanto aecio professores dilma faz algo p valorizar servidores publicos,positivo,294,1
05/10/2014 19:59,povo fez protesto caralho ano passado pra ano levar dilma pro segundo turno puta pariu,negativo,295,-1
05/10/2014 19:59,contar q governo dilma deixou inflacao completamente abalada ainda age normal,positivo,301,0
05/10/2014 19:59,visto vou ter anular voto pra presidente segundo turno votar dilma aecio hipocrisia grande rs tenso,negativo,303,-3
05/10/2014 19:59,definido dilma pt aecio psdb vao disputar segundo turno,negativo,304,-1
05/10/2014 19:59,acho q ate bom aecio ganhar vcs perceberem q dilma n ruim comparado outros anos p vcs perceberem tudo,positivo,309,0
05/10/2014 19:59,antes nao estaria preocupado quica tricolor bucha maximo tricolete anda histerico dilma,negativo,311,-2
05/10/2014 19:59,serio dilma vai ganhar bosta novo to acompanhando eleicoes merda,positivo,320,0
05/10/2014 19:59,serio alguem ficou surpreso dilma aecio segundo turno,negativo,328,0
05/10/2014 19:59,achando q marina dilma segunndo turno triste ai vc ve q vai aecio n marina pqp,negativo,333,-1
05/10/2014 19:59,todas manifestacoes ainda votam dilma iluminem ser humano desse,neutro,336,1
05/10/2014 19:59,moral voces sao burros p caralho burros votou dilma,negativo,337,1
05/10/2014 19:59,tudo pra chegar hoje votar dilma povo nao aprende,neutro,340,-1
05/10/2014 19:59,votei aecio to feliz pra crl serio so pena saber q ainda gente q vota dilma nao conformo,positivo,343,1
05/10/2014 19:59,brasileiro foder vao la po fazer manifestacao novo votar dilma,positivo,345,-2
05/10/2014 19:59,fez cola tao bonita pro pessoal votar dilma,positivo,360,-1
05/10/2014 19:59,povo cabeca pra votar dilma,neutro,361,-1
05/10/2014 19:59,confirmado dilma aecio vao pro segundo turno diferenca ridicula otimo,positivo,363,0
05/10/2014 19:59,cris petista distorce favor pt humano quero dizer parte natureza humana louca lula dilma,negativo,368,1
05/10/2014 19:59,dilma aecio segundo turno so faltava dilma vencer,positivo,369,-1
05/10/2014 19:59,melhor coisa aecio turno marina dilma preferiria morte lenta,positivo,372,1
05/10/2014 19:59,la campaanti dilma fue bestial aprovecharon grandes escenarios ir en su contra,negativo,377,0
05/10/2014 19:59,vai social vota dilma vai lado economico aecio,positivo,380,0
05/10/2014 19:59,quero saber ta feliz vitoria dilma,positivo,386,1
05/10/2014 19:59,thankyoudforthewwat primeira vez vou votar dilma,positivo,388,-1
05/10/2014 19:59,acha certo votar dilma fdp,positivo,392,0
05/10/2014 19:59,pessoas votaram marina falando mal votaram dilma mesma coisa sujo falando mal lavado,negativo,399,0
05/10/2014 19:59,rj rs tbm votaram dilma nao so nordeste nao votadores tiririca,neutro,400,-1
05/10/2014 19:59,povo burro idiota coerencia povo vem reclamando protestando anos sobre governo dilma ai,negativo,411,-2
05/10/2014 19:59,parar pra pensar dilma aecio estao segundo turno votou marina vai votar aecio,negativo,413,-1
05/10/2014 19:59,ruim dilma pior t r i s,negativo,414,-2
05/10/2014 19:59,dilma partido malandro pode ate ganhar maioria congresso sentindo aliviada,positivo,415,0
05/10/2014 19:59,brasil pais onde pessoas fodem nao aprendem legal elegerem dilma novo parabens pra voces viu,positivo,416,1
05/10/2014 19:59,nao acredito dilma vai ganhar,positivo,419,0
05/10/2014 19:59,vamos ser realistas ne mores dilma vai ganhar pq infelizmente maioria vota nela,positivo,427,0
05/10/2014 19:59,puta pariuu povo burro turno dilma aecio pqp tmc,negativo,428,-1
05/10/2014 19:59,dilma votos sao paulo vai ver porque governo excelente ne,positivo,429,2
05/10/2014 19:59,voto aecio pra nao votar dilma,negativo,432,-1
05/10/2014 19:59,idiota dilma nao pode ganhar,negativo,435,-1
05/10/2014 19:59,dilma menos pior favor,negativo,438,-1
05/10/2014 19:59,tanto faz ganhar dilma aecio so espero facam alguma coisa melhore brasil servicos publicos,positivo,442,0
05/10/2014 19:59,entao gente tchau segundo turno aecio dilma confirmados pode deitar chao chorar ja,positivo,448,0
05/10/2014 19:59,fala serio aecio dilma n sei pior,negativo,455,-1
05/10/2014 19:59,dilma aecio vao disputar segundo turno,neutro,458,-1
05/10/2014 19:59,tudo pra chegar hoje votar dilma ta louco,negativo,464,-2
05/10/2014 19:59,boca urna ibope mostra turno sera dilma aecio msnpt brbbhn i 0awv9aiu aecio neves dilma vai ver bom,neutro,468,1
05/10/2014 19:59,pessoas q pra rua votam dilma tao coerente quanto homossexuais q desejam ter familia legal igualdade votam marina,positivo,469,2
05/10/2014 19:59,vaiam dilma durante copa protestaram contra reclamaram governo anos inteiros povo burro pede p sofrer,negativo,471,-1
05/10/2014 19:59,quantos estados existem brasil ne so causa nordeste dilma vai ganhar perder nao querido,positivo,475,0
05/10/2014 19:59,pra vcs nao gostam dilma pensem bem antes pedir pais governado aecioporto po,neutro,480,1
05/10/2014 19:59,fecho agora votar dilma aecio,neutro,485,-1
05/10/2014 19:59,porra nao acredito dilma vai ganhar novo,positivo,487,0
05/10/2014 19:59,pregunta la ven dilma la segunda vuelta complicado,positivo,491,-1
05/10/2014 19:59,gente idade pra votar querendo pagar sei tudo icon dilma toca,neutro,492,-1
05/10/2014 19:59,menos pior dilma vcs quer faca,negativo,494,-1
05/10/2014 19:59,pessoal eleitores marina nordeste probabilidade votar dilma exemplo disso pernambuco dilmapravencer,neutro,496,-1
05/10/2014 19:59,odiar dilma aercio coisa odiar nordestinos outra,negativo,502,2
05/10/2014 19:59,nao acredito aecio dilma vao pro segundo turno,negativo,507,-1
05/10/2014 19:59,amor deus tarso dilma precisam ganhar senao certeza q pai troco,positivo,511,0
05/10/2014 19:59,revoltante ver pessoal nordeste vota pra dilma causa bolsa familia,negativo,512,-1
05/10/2014 19:59,globo news afirma marina sao paulo segundo turno nao irao dilma petistas estao falando vou contestar,negativo,513,0
05/10/2014 19:59,vei dilma ganhar brasil ta fudido,negativo,519,0
05/10/2014 19:59,erro ibope comprado ontem dilma hoje ontem aecio hoje ontem marina hoje ontem veiga hoje,neutro,524,0
05/10/2014 19:59,primeiro gente fala q globo eh coisa alienado acredita tudo q falam dilma ta parabens viu,positivo,528,-1
05/10/2014 19:59,sim cara nego ta tao cego c q n percebe q n dilma vai ser cara tao corrupto,negativo,530,-1
05/10/2014 19:59,dilma marina ainda alguma chance marina ganhar vai ser aecio dilma,positivo,537,0
05/10/2014 19:59,fico puta vai rua fazer protesto vota dilma algo errado ai ne,neutro,539,-1
05/10/2014 19:59,to vendo ja dilma vai ganhar sa bosta,positivo,543,0
05/10/2014 19:59,der dilma novo mudo p egito,neutro,544,0
05/10/2014 19:59,votei marina infelizmente dilma vai ganhar fizeram tanto protesto pra nada,positivo,545,0
05/10/2014 19:59,caramba dilma nao pode ganhar vez,negativo,546,0
05/10/2014 19:59,dilma aecio boa sensacao ganhar prazo,positivo,548,0
05/10/2014 19:59,dilma aecio segundo turno dificil escolher,negativo,550,-1
05/10/2014 19:59,mano vcs parassem ser falsos fazessem q falam lucianinha vcs tava turno c dilma massss ne acho bom,positivo,556,1
05/10/2014 19:59,vo anular voto uu recuso dilma aecio uu,neutro,570,-1
05/10/2014 19:59,definido dilma pt aecio psdb vao disputar segundo turno globoswqslt eleicoes g marina pf n apoie ngm,negativo,573,-1
05/10/2014 19:59,burrada achar aecio vai ser melhor dilma,negativo,574,1
05/10/2014 19:59,so come muita merda pra preferir aecio dilma,negativo,575,0
05/10/2014 19:59,campanha nazista aecio dilma contra marina votarei nulo,neutro,584,-2
05/10/2014 19:59,impeachment dilma queriam faze ano passado,neutro,592,-1
05/10/2014 19:59,ia votar dilma baidu instalado tambem fez mesma coisa danilo gentili,neutro,597,-1
05/10/2014 19:59,aecio dilma segundo turno serio,negativo,605,0
05/10/2014 19:59,odeio pobres mal informados so vota dilma medo perder bolsa familia,negativo,606,-1
05/10/2014 19:59,vo votar dilma bjoks pra vcs forapt,neutro,610,-1
05/10/2014 19:59,pfvr vao falando varios motivos pq dilma melhor aecio pq to dando menina nao acredita mim,positivo,623,0
05/10/2014 19:59,dilma aecio serio serio,negativo,624,0
05/10/2014 19:59,admiro fhc pra caralho embora achado mandato merda ja aecio desprezo dilma nao excelente,negativo,626,1
05/10/2014 19:59,dilma x aecio segundo turno povo burro falo,neutro,629,-1
05/10/2014 19:59,dilma segundo turno assim caralho quebraram rio janeiro todo pra votar nela novamente,negativo,632,-1
05/10/2014 19:59,pior ta nao fica dilma ganhar sim,positivo,633,-1
05/10/2014 19:59,segundo turno decidido dilma aecio,neutro,636,1
05/10/2014 19:59,dilma aecio segundo turno dilma gente dilma vao foder,neutro,638,-1
05/10/2014 19:59,nao curto dilma nao sei pq tbm dizer nao fez nada mano ai tbm eh demais ne,neutro,641,0
05/10/2014 19:59,tudo pra chegar hoje votar dilma,neutro,645,-1
05/10/2014 19:59,merval disse votacao marina sao paulo nao ira dilma,neutro,646,1
05/10/2014 19:59,pior nao dilma pior luciana genro preocupante,negativo,648,-2
05/10/2014 19:59,olha urnas ai dilma ganha lavada dificil nao pensar diferente,neutro,651,-1
05/10/2014 19:59,gente tela dizendo aecio melhor dilma rico come lixo,positivo,652,2
05/10/2014 19:59,dilma aecio neves segundo turno aqui esperando duardo jorge presidente vcs vem ai decepcao vcs,negativo,653,-1
05/10/2014 19:59,segundo turno dilma aecio mds dificil saber pior kakakakaka,neutro,661,-2
05/10/2014 19:59,povo burro otario lesado agora todos vamos tomar naquele lugar dilma governando outra vez bando antas,neutro,664,-2
05/10/2014 19:59,agora sabemos vai aecio dilma pro segundo turno devo votar,negativo,670,-1
05/10/2014 19:59,dilma aecio segundo turno prova brasileiro burro gosta ficar merda,negativo,679,-1
05/10/2014 19:59,cacete turno dilma aecio,negativo,681,-1
05/10/2014 19:59,dilma aecio segundo turno nao sei eh pior,negativo,682,-1
05/10/2014 19:59,legal q hora pra outra todo mundo viro super consciente anti dilma entendedores politica,positivo,686,2
05/10/2014 19:59,urnas apuradas dilma aecio vao disputar turno owlyciwwr,neutro,689,-1
05/10/2014 19:59,dilma vencer,positivo,690,-1
05/10/2014 19:59,chance tinhamos alguem diferente poder ficou resumindo dilma arrematara votos nordeste sera reeleitapalpite,neutro,694,0
05/10/2014 19:59,votou dilma eh td pobre medo perder bolsa familia,negativo,698,-2
05/10/2014 19:59,dilma rousseff pt aecio neves psdb vao disputar presidencia republica turno bandnewstv eleicoes,neutro,699,-1
05/10/2014 19:59,dilma ganhar mato muie sata,positivo,703,0
05/10/2014 19:59,dilma aecio devem disputar segundo turno presidencia momento verdadeiro momentoverdadeirodilma aecio devem disputar segundo turno presidenciahtml 0awv9aiu via,positivo,709,1
05/10/2014 19:59,votar dilma eh voto dilmais,neutro,711,-1
05/10/2014 19:59,sao paulo diz nao pt rumo segundo turno dilma x aecio,neutro,712,1
05/10/2014 19:59,dilma pt aecio psdb vao disputar presidencia turno reporterenaseleicoes,neutro,715,-1
05/10/2014 19:59,dilma aecio segundo turno nada obvio,negativo,721,0
05/10/2014 19:59,ser pobre pra votar dilma,negativo,722,-2
05/10/2014 19:59,pensei unica anormal torcendo p dilma ganhar,positivo,724,-1
05/10/2014 19:59,votar dilma prova otario,neutro,729,-1
05/10/2014 19:59,uns casos fortaleza urna tava problema ashuhusahusa tava indo direto pro numero dilma oh putaria,positivo,730,0
05/10/2014 19:59,deploravel regiao onde analfabetos dependentes bolsa familia responsavel levar dilma,positivo,733,0
05/10/2014 19:59,dilma vai ganhar nao,negativo,735,0
05/10/2014 19:59,dilma ganhar nunca acredito nesses protestos brasil inteiro tava fazendo,positivo,737,0
05/10/2014 19:59,nao entendo problema votar dilma estudante,neutro,740,-1
05/10/2014 19:59,ridiculo povo pras rebelar ano passado agora vota dilma hipocrisia foda,negativo,741,-3
05/10/2014 19:59,dilma eh caralho porra povo brasileiro burro,negativo,742,-1
05/10/2014 19:59,dilma pq menos pior segundo ndjsksks zz,negativo,743,-1
05/10/2014 19:59,voces votaram dilma pro protesto ano passado hipocritas,neutro,745,-1
05/10/2014 19:59,resultado surpreendente osasco tradicional reduto petista dilma rousseff pt ocupa apenas terceira,positivo,751,1
05/10/2014 19:59,nao gosto dilma caralho voces sao hipocritas,negativo,752,1
05/10/2014 19:59,mimimi toda manifestacao pra votar dilma aecio marina puta candidatos,negativo,753,-1
05/10/2014 19:59,podia ser pior podia ter dado dilma marina segundo turno estariamos correndo serio risco pais governado malafaia,negativo,755,0
05/10/2014 19:59,dilma aecio vao disputar segundo turno siga vivo globophcpsy eleicoesglobonews,positivo,756,0
05/10/2014 19:59,sao paulo pt aecio neves cola dilma ai brasil mostra forca bota estrela vermelha pra correr,neutro,759,1
05/10/2014 19:59,pessoa favor protestos ano passado votou dilma parabens integridade requisito consciencia vergonha cara,neutro,764,-1
05/10/2014 19:59,aecio ganhar dilma segundo turno fujo desse pais,positivo,775,0
05/10/2014 19:59,visto idiotas brasil incluo fizeram burrada dnv caralha dilma vai ganhar aecio,negativo,776,0
05/10/2014 19:59,menos conforta saber segundo turno dilma nao ira ganhar porque acredito assim,negativo,779,0
05/10/2014 19:59,porraaaaaaaaaa dilma novo porra bolsa familia nao querem perder,negativo,783,-1
05/10/2014 19:59,segundo turnoooooooo ja decidido dilma aecio,positivo,792,1
05/10/2014 19:59,dilma ganhar preparem pro inferno,positivo,795,0
05/10/2014 19:59,aecio merecia povo brasileiro nao percebeu dilma vai afundar brasil,neutro,797,1
05/10/2014 19:59,voce votar nulo ajuda maldita dilma,neutro,800,-2
05/10/2014 19:59,vou arrumar adesivo vou passar frente daqueles filho puta ficam fazendo campanha pra dilma frente catedral,neutro,803,0
05/10/2014 19:59,agora babacas fizeram protesto votem dilma novo bando boco terceira guerra mundial pra voces,positivo,808,-1
05/10/2014 19:59,segundo turno aecio ira atropelar dilma,neutro,809,-1
05/10/2014 19:59,gente fala n votar dilma ingrato pq prouni,neutro,811,-2
05/10/2014 19:59,nao entendo logica povo brasileiro protestaram ate nao poder hoje votaram dilma sera gigante acordou,neutro,813,0
05/10/2014 19:59,dilma ganhar dnv brasil vai dever cartaz protesto,positivo,814,0
05/10/2014 19:59,le tml cinco minutos so gente falando protestou tanto pra votar dilma novo,positivo,815,-1
05/10/2014 19:59,foda galera fala prefiro dilma arriscar alguem pior afe cara,negativo,817,-1
05/10/2014 19:59,ai povo faz tudo pra final votar dilma brasileiro merece sofrer,positivo,821,-1
05/10/2014 19:59,protestam ano inteiro ai vao la urna votam dilma pa ra bens,positivo,825,-1
05/10/2014 19:59,sim dilma aecio marina ja dilma agora acho luciana otima vdd socialismo mt radical,positivo,831,0
05/10/2014 19:59,dilma aecio segundo turno vcs podem votar pensem bem amor deus,positivo,833,-1
05/10/2014 19:59,pede mudanca fala q gigante acordou porem vota dilma,neutro,839,0
05/10/2014 19:59,vejo tanto gente tl pras ruas protestar ta nessa dilma melhor amorrr,positivo,840,1
05/10/2014 19:59,dilma precisa ganhar porra,positivo,843,0
05/10/2014 19:59,pooow malena dilma explica pra q fizeram toda ocnfusao ano passado pra votar pt novo,neutro,848,-2
05/10/2014 19:59,quero brasil foda agora dilma vai terminar afundar pais parabens pra votou nela,negativo,851,1
05/10/2014 19:59,dilma competente candidatos,positivo,853,1
05/10/2014 19:59,povo ignorante reclamou tanto hora urna votou dilma,negativo,854,-1
05/10/2014 19:59,fazem puta protesto fica dias ruas pra chegar dia eleicao votar dilma,neutro,856,-1
05/10/2014 19:59,odeio dilma odeio aecio dois melhor deixar merda instavel jeito ta ha anos,negativo,859,0
05/10/2014 19:59,brasil ta fundo poco sim dilma continuar topo brasil so vai afundar,positivo,861,1
05/10/2014 19:59,curral eleitoral obrigacao eleger dilma primeiro turno nao conseguiu acho algo errado,positivo,864,-1
05/10/2014 19:59,quero ver rolar debate aecio vai destruir dilma,negativo,876,0
05/10/2014 19:59,gigante acordou votou dilma voltou dormir agora anos preparando malas paris to chegando,positivo,879,0
05/10/2014 19:59,gnt nao queira dilma vai ganhar aceitem doi menos,positivo,880,0
05/10/2014 19:59,sinceramente dilma aecio vo vota dilma qualquer dois ganhar vai mesma merda,positivo,883,0
05/10/2014 19:59,engracado vc veio falar nordeste causa dilma mente tao pequena tao futil parece q nao sabe,neutro,886,0
05/10/2014 19:59,ta vendo dilma aecio nao voto morto aecio euvoteimarina,positivo,887,-1
05/10/2014 19:59,infelizmente nao faco parte elite brasileira pra votar aecio nao familia eh funcionario publico dilma,positivo,897,-1
05/10/2014 19:59,dilma vai ganhar obaaaa ja sabia podem chamar qualquer coisa dilma,positivo,904,0
05/10/2014 19:59,culpa nordeste nordestinos morre bolsa familia morto fome dilma aecio euvoteimarina,negativo,912,-1
05/10/2014 19:59,ter q votar aecio pra dilma n ser reeleita triste saida,negativo,913,-2
05/10/2014 19:59,olha pior dilma aecio so galera endeusando luciana ta foda,negativo,914,-1
05/10/2014 19:59,agora cada defina melhor tatica aecio todos contra dilma comecando agoran to nessa,positivo,920,1
05/10/2014 19:59,nessa ferrou atacou demais dilma nisso iria votar marina pt pensou vou aecio entao,neutro,923,-1
05/10/2014 19:59,sim porque nada virou defensor dilma auhauhauhauhuaha,neutro,924,1
05/10/2014 19:58,nao sei pior dilma aecio,negativo,925,-1
05/10/2014 19:58,dilma capaz vir pra sc pedir voto trouxa ainda votam nela,negativo,927,1
05/10/2014 19:58,sei melhor vc votar dilma,positivo,929,0
05/10/2014 19:58,amiga pra vc ve nao tao errada assim aecio tao competente proprio estado votou dilma,positivo,930,1
05/10/2014 19:58,estao surpresos dilma estar ganhando minas saibam belo horizonte,positivo,931,1
05/10/2014 19:58,incrivel gente defendendo dona dilma,positivo,933,1
05/10/2014 19:58,trabalhador brasileiro gosta sofrer so pode povo reclama todo dia inferno pais ai pessoa vai la vota dilma pqp,neutro,935,1
05/10/2014 19:58,n sei q pior dilma ganhar aecio ganhar pra tirar sapata to aceitando qualquer merda,positivo,936,-1
05/10/2014 19:58,sei la dilma mandou bilhoes reais pro porto cuba nao afeta leitura chorume comunismo eh bom ne fera,positivo,937,1
05/10/2014 19:58,vi gente usa fies mcmv votando aecio falando dilma tava ruim pro brasil,negativo,946,-1
05/10/2014 19:58,sao paulo dilma rousseff marina silva empate tecnico,neutro,948,1
05/10/2014 19:58,reclama dilma vota aecio sabe nada inocente,positivo,950,1
05/10/2014 19:58,ai mae diz q diolma ganhar vai ver mudarmos p outro pais vai dilma,positivo,954,0
05/10/2014 19:58,hahahahaahahahahaa rindo p ia votar edu nao lembrava numero hahahaha fiquei dilma,positivo,956,-1
05/10/2014 19:58,okay dilma nao melhor votar votar aecio muita burrice,positivo,958,-1
05/10/2014 19:58,vem falar quer brasil melhor melhor votando dilma,positivo,959,2
05/10/2014 19:58,dilma obvio ia ser nulo outros n sei amiga,neutro,960,-1
05/10/2014 19:58,aecio tanto fala governos maravilhosos minas perdeu pra dilma proprio estado hahahaha patetico,positivo,962,-1
05/10/2014 19:58,aii criatura passa quatro anos reclamanfo dilma ai vai vota nela criatua erra humano percisti erro burrice,positivo,964,1
05/10/2014 19:58,melhor dilma marina aecio menos brasil nao vai ficar bosta ja ta,positivo,974,1
05/10/2014 19:58,so quero ver gente sofrer anos causa varios retardados votaram dilma emabiggestfansjustinbieber,negativo,976,0
05/10/2014 19:58,criatura vota dilma quer brasil melhor vai entender,positivo,984,1
05/10/2014 19:58,pois ta hora desmentir dilma ja quero dilma recorrendo bolsa familia pra n responder rs,neutro,986,-1
05/10/2014 19:58,marina tira votos aecio dilma bem capaz ate obvio votos voltem pro aecio,positivo,987,1
05/10/2014 19:58,nao creio q ainda gente dizendo q vai votar dilma segundo turno,negativo,997,-1
