Date,Sentiment,comment_id,sentiment
05/10/2014 20:40,el hombre sorpresa en brasil obrigado brasil aecio,487,-1
05/10/2014 20:40,rumo vitoria brasil melhor aeciopresidente mudabrasil,488,1
05/10/2014 20:40,rousseff resulto fuertemente derrotada en el mayor colegio elect brasil sao paulo obteniendo apenas contra,491,1
05/10/2014 20:39,agradecemos ter sido perseverante ter dado oportunidade votar voce aeciopresidente,496,0
05/10/2014 20:39,preparado rumo vitoria,503,1
05/10/2014 20:39,vamos atropelar pt,507,-1
05/10/2014 20:39,so peco pfvr privatize usp pq ta la pode bem bancar universidade,509,-1
05/10/2014 20:39,sim marina vai declarar voto aecio ai vamos ganhar sim,510,0
05/10/2014 20:39,vamos vencer segundo turno brasil precisa voce chega dessa palhacada pt venha forte campanha aecio forapt,512,0
05/10/2014 20:39,vamos levar eleicao feliz resultado favor aecio nao deixe falar sobre,519,1
05/10/2014 20:38,vamos ter cuidado urnas ptralhas sao capazes tudo,525,2
05/10/2014 20:38,pt sabe coisa ficou bem dificil nao conseguiram chegar sentiram forca ja 0awv9alo turno forapt,529,-1
05/10/2014 20:38,dessa vez nao rolou nao rola votar pt entao 0awv9ala turno tou rumoapresidenciaaecio,531,-1
05/10/2014 20:38,todos povo brasileiro esperemos nao deixamos manipular reportagens globo,535,1
05/10/2014 20:38,q otimismo0awv9aiu rt agora x espero bom nivel discussao projetos espero eleicoes,536,1
05/10/2014 20:38,devera aliar derrotar 0awv9alo turno psdb finalmente podera conduzir p criou,538,-1
05/10/2014 20:38,rumo segundo turno ganhar vitoria acabar vez ccorrupcao toda pt segundo turno votando vamos ganhar,544,0
05/10/2014 20:38,juntos fe vamos ganhar venceremos pt brasil precisa governo descente,549,0
05/10/2014 20:38,orgulho d ser brasileiro confiante mudanca milhoes vcs tamo junto irmao aecionovobrasil,550,1
05/10/2014 20:38,assim tambem parabenizo irem segundo turno vencedor governe bem pais,551,1
05/10/2014 20:37,so nao faca asneira partido rival boa sorte,556,-1
05/10/2014 20:37,dr evil aqui oposicionando sempre pouco triste nao vai bater maedomacunaima,557,-1
05/10/2014 20:37,nunca vida vou votar simplesmente vou votar nulo,558,-3
05/10/2014 20:37,todos feito q votamos vamos apoiar turno objetivo tirar corruptos poder,561,1
05/10/2014 20:37,parecia dificil chegada brasil sabe precisa aecioneves proximo presidente aeciodevirada,563,-1
05/10/2014 20:37,pt desesperado agora gente favor nao decepcione venha mudanca,564,-1
05/10/2014 20:37,sensacional arrancada abre olho,571,1
05/10/2014 20:37,voce ganhar vira ganha porra,572,0
05/10/2014 20:37,serginho nao vai dar aecio manter nivel bandido principalmente tao dissimulado,573,-2
05/10/2014 20:37,nunca duvidas estaria 0awv9alo turno nao vai ganhar eleicao aecionovobrasil,574,0
05/10/2014 20:36,parabens aecio vamos batalhar ve lo presidente,580,0
05/10/2014 20:36,aci aecio votou acompanhado esposa leticia aecio,581,0
05/10/2014 20:36,aci aciaig vamos juntos segundo turno feliz diz aciaigaiaci aci,582,1
05/10/2014 20:36,conseguir votos tirar medo povo perder bolsa familia ai pode crescer aqui,583,-1
05/10/2014 20:36,aci obrigado brasil aecio,586,-1
05/10/2014 20:36,salto alto,587,0
05/10/2014 20:36,aci obrigado brasil aecio,591,-1
05/10/2014 20:36,gostei desta ideia segundo merval continuar campanha amanha tomara oposicao nao tempo perder aecio,592,-1
05/10/2014 20:36,0awv9ajm obrigado brasil aecio 0awv9ajq vamos eleger presidente aeciopresidente,594,-1
05/10/2014 20:36,ja levamos aecio segundo turno agora bater pesado mensaleiros caem,595,0
05/10/2014 20:36,vamos 0awv9ala turno presidente extinguir cancer sociedade chamado pt,596,0
05/10/2014 20:35,vamos juntos segundo turno feliz diz,603,1
05/10/2014 20:35,acho dificil migrar tudo pe ex marina aecio dificil migrar pra outro,614,-2
05/10/2014 20:35,foradilma forapt 0awv9ajm obrigado brasil aecio 0awv9ajq,615,-1
05/10/2014 20:35,agora vamos brasil nao poderia ser melhor dia politica nacional,616,1
05/10/2014 20:35,rt obrigado brasil aecio,619,-1
05/10/2014 20:35,extremamente feliz tambem inicio mudanca nesse brasil virada mostra brasil clama forca nova comando,623,1
05/10/2014 20:35,parabens amigo conseguimos 0awv9ajpqdc0akw 0awv9ala turno 0awv9ala conte conosco,624,1
05/10/2014 20:35,nao preucupe voce vai ganhar dilma so frente estao manipulando urnas quer pt sempre frente,625,0
05/10/2014 20:35,brasileiro meio conservador ainda votei votarei brasil pronto marina,626,0
05/10/2014 20:35,segundo turno ta definido vcs vao rt fav enquete,627,-1
05/10/2014 20:35,voce entao nao conhece historia porque ai votaria presidente voce deve petista alienado,628,-1
05/10/2014 20:34,agoa x espero voces apresentem projetos alto nivel,629,0
05/10/2014 20:34,ad4apga 0awv9ajm obrigado brasil aecio 0awv9ajq,630,-1
05/10/2014 20:34,agora juntos brasil melhor,633,1
05/10/2014 20:34,zerou agora outra eleicao forca foco fe vamos vencer,635,-1
05/10/2014 20:34,aci obrigado brasil aecio,637,-1
05/10/2014 20:34,aci quesito humoraciaig portou melhor principalmente ultimo debate distribuindo sorrisos tirando momento aciaig dedoaciaig aciaig aci,638,1
05/10/2014 20:34,acredito nao omisso questoes respeito homofobia brasil q torne lei,640,-1
05/10/2014 20:33,q esperar marina vai apoiar pra vai migrar votos,648,1
05/10/2014 20:33,obrigado exemplo determinacao adversidade sorriso rosto fantastico aecio presidente,650,0
05/10/2014 20:33,parabens surpreendente vitoria parcial alcance direito turno aeciosambandonadilma,655,1
05/10/2014 20:33,feliz votacao decepcionado povo brasileiro demonstrou vez nao saber votar,656,-1
05/10/2014 20:33,0awv9ajm obrigado brasil aecio 0awv9ajq vamos la,660,-1
05/10/2014 20:33,aci obrigado brasil aecio,667,-1
05/10/2014 20:33,vai la faz melhor,668,1
05/10/2014 20:33,vai dar tudo certo vai tirar pt poder renovar brasil,670,1
05/10/2014 20:32,ta dando tudo certo forapt foradilma foracorruptos aeciopresidente eleicoes aecioneves 0awv9aiu,677,1
05/10/2014 20:32,vai tomar cu maria d merda vagabundo,678,-1
05/10/2014 20:32,boa noite sendo pretende lidar crimes homofobia brasil posicao relacao casamento gay,679,0
05/10/2014 20:32,sempre prazer votar melhor ainda vezes,685,0
05/10/2014 20:32,obrigado nunca ter desistido caminhada venha 0awv9alo turno,687,-1
05/10/2014 20:32,problema dilma vai ganhar votos q ja d ne vejo ai onde tudo vai ser decidido,688,1
05/10/2014 20:32,parabens bolsonaro junto aecio vamos expulsar mensaleiros,689,-1
05/10/2014 20:32,nada vamos derrubar dilma foradilma,690,-1
05/10/2014 20:32,aci obrigado brasil aecio,691,-1
05/10/2014 20:32,aci candidato presidente parabens segundo turno equipe mostrou eficiente viraraciaig jogo aci,694,1
05/10/2014 20:32,obrigado nada mantenha foco trate ganhar extirpe quadrilha encastelada governo abracos voto,700,-1
05/10/2014 20:32,voce sera presidente pode ter certeza acreditar juntos aecio,702,0
05/10/2014 20:32,vamo ganhar aecio,706,0
05/10/2014 20:31,agora eh hora ser sensacionalista pobres mentir pros ingenuos aprendeu cara pt deu formula parabens presidente,709,-2
05/10/2014 20:31,marina agora contigo q tiremos saqueadores tesouro nacional mudabrasil obrigado brasil aecio,729,-1
05/10/2014 20:31,levanta brasil guerreiro patria tb,737,0
05/10/2014 20:30,acredito brasil melhor,745,1
05/10/2014 20:30,mestre aecio ja segundo turno agora bater pesado mensaleiros vamos pra galera,752,0
05/10/2014 20:30,ridiculo,754,-2
05/10/2014 20:30,bora bater pt,755,0
05/10/2014 20:30,cala boca corrupto merda,758,-1
05/10/2014 20:30,apoio oposicao pt nao conivente corrupcao forapt af8 aecioneves,765,-1
05/10/2014 20:30,0awv9ajm obrigado brasil aecio 0awv9ajq acorda brasil,766,-1
05/10/2014 20:30,parabens dedicacao pessoal independente garantia segundo turno,768,0
05/10/2014 20:30,obrigado voce sonhos continuam vivos 0awv9ajm obrigado brasil aecio 0awv9ajq,771,-2
05/10/2014 20:30,parabens senador juntos voce internautas unidos fortes vamos tirar pt brasil avante guerreiro confiante,772,1
05/10/2014 20:30,vc joga limpo 0awv9alo turno pedir d,778,1
05/10/2014 20:30,aecioconfirma virada comecou vamos pra cima vencer segundo turno aecio presidente gigante acordou,782,-1
05/10/2014 20:30,so faz favor nao decepciona populacao necessita mudanca brasil melhor justica precisamos apoio,787,1
05/10/2014 20:29,lutado levando pedradas vamos resistir vencer,792,-1
05/10/2014 20:29,conte conosco turno acreditamos ti tudo fez bom mineiros agora vai proporcionar todos brasileiros,793,1
05/10/2014 20:29,chama ontem outro chama amanha portanto hoje dia certo amar acreditar fazer principalmente viver,794,2
05/10/2014 20:29,obrigado nada mantenha foco trate ganhar extirpe quadrilha encastelada governo abracos voto,798,-1
05/10/2014 20:29,brasil gigante,801,0
05/10/2014 20:29,vamos libertar brasil apoia,808,-1
05/10/2014 20:29,dificil pode ate ser impossivel nao,815,-2
05/10/2014 20:29,mal ne n melhorar ja pq jeito q ta hj votos marina vao p dilma psdb n bem visto la,817,-1
05/10/2014 20:29,obrigado vc assumiu desejos amplificou voz tamojunto aecioconfirma 0awv9alo turno bril,818,-1
05/10/2014 20:28,aci oso oso oso virada gostoso aciaigaiaci aci,834,1
05/10/2014 20:28,aecio sarra dilma grau vms ganhar saporra aeciosambandonadilma aecio,835,0
05/10/2014 20:28,vamo ganhar agora aecio presidente,836,0
05/10/2014 20:28,nao vamos perder oportunidade eleger presidente mineiro bora pro 0awv9alo turno aecio aecioneves forapt foradilma mudabrasil,845,-1
05/10/2014 20:28,parabens futuro presidente confiante vitoria fim pt futura ditadura,847,1
05/10/2014 20:28,obrigado presidente vamos duplicar forcas segundo turno dar pais governo realmente merece,850,-1
05/10/2014 20:28,ainda cedo pra festa vamos agora ganhar eleicao parabens ida 0awv9alo turno agora vamos buscar presidencia,853,0
05/10/2014 20:28,aci vamoooooo obrigado brasil aecio aciaigaiaci aci,868,-1
05/10/2014 20:28,aci prezado po viestes po voltaras nao vai cheirar carreirinha mapa brasil amoraciaig forapsdb aecioneveraciaig aci,870,1
05/10/2014 20:27,maior licao fica determinacao superar adversidades sorriso rosto atitude vencedor,871,1
05/10/2014 20:27,aci 0awv9ajm fiz campanha queria ter feito fiz campanha honradaaciaig aecio 0awv9ajq vai ganhar afw aciaig aci,872,0
05/10/2014 20:27,parabens vamos ganhar parada,877,0
05/10/2014 20:27,mal maduro sabe puede intervenir porque con su pesima imagen mundial ayudaria aecio,878,1
05/10/2014 20:27,quiserem corrupto presidente votem nele turno,880,-1
05/10/2014 20:27,aecio to tocendo pra vc ganhar ta so nao toda familia tambem ta,881,0
05/10/2014 20:27,falabahia 0awv9aka eleicoes vao disputar segundo turno falabahia detalhe falaba hianoticiaeleicoes dilma rousseff aecio neves vao disputar segundo turno chash adefcfeeff 0awv9aiu via,882,-2
05/10/2014 20:27,aci podia ter colocado bandeira oficialaciaig ne aciaig aci,883,0
05/10/2014 20:27,votei ti aecio ganhar bora fazer aeroporto aqui quintal hahaha aecio,885,0
05/10/2014 20:27,ainda falta aecio bora ir calma,890,1
05/10/2014 20:27,vamo vamo ganhar,894,0
05/10/2014 20:27,aci obrigado brasil aecio,905,-1
05/10/2014 20:27,tamos ae aecio familia vamos ganhar olha p cidade aki corumba mato grosso sul,910,0
05/10/2014 20:27,valeu guerreiro muita gente pedia vc desistir vc resistiu recompensamos tens recuperar mg,911,-1
05/10/2014 20:27,parabens muita calma nessa hora pt ja ja vai comecar baixarias apocalipticas,912,1
05/10/2014 20:27,bora tirar desgracado la,913,-1
05/10/2014 20:27,valeu vamos vestir verde amarelo dia,919,-1
05/10/2014 20:27,cuidado pra nao derruba aviao,920,1
05/10/2014 20:26,juntos segundo turno novo aecio vamos derrubar ditadura pt voto,930,-1
05/10/2014 20:26,aci obrigado brasil aecio,940,-1
05/10/2014 20:26,sempre positivo ida pro 0awv9ala turno movimento mudabrasil aeciopresidentedobrasil forapt foradilma,946,1
05/10/2014 20:26,parabens todos querem mudar brasil tirar pt grupo poder vamos turno vencer,948,-1
05/10/2014 20:26,so vaiiii choro livre,950,0
05/10/2014 20:26,rt obrigado brasil aecio,955,-1
05/10/2014 20:26,vai tudo turno rt obrigado brasil aecio,960,-1
05/10/2014 20:26,nada ne fazer rt obrigado brasil aecio,962,-1
05/10/2014 20:26,nao vai ganhar,963,0
05/10/2014 20:26,lindo,968,1
05/10/2014 20:26,tamojunto rt obrigado brasil aecio,969,-1
05/10/2014 20:26,eleicao quente aguardemos cenas proximos capitulos vs 0awv9ako turno brasil,973,0
05/10/2014 20:25,obrigado brasil aecio,974,-1
05/10/2014 20:25,ninguem merece reeleitos tudo der certo pra presidente,976,1
05/10/2014 20:25,excelente simplesmente excelente esperancas mudanca renovaram vamos segundo turno,977,2
05/10/2014 20:25,mostrar povo roubalheira pt bom segundo turno,980,1
05/10/2014 20:25,brasil eleicoes forapt apesar ter perdido mg segundo turno sera balaiada aecio aecioneves,983,-1
05/10/2014 20:25,0awv9ajm agora x espero bom nivel discussao projetos espero 0awv9ajq,989,1
05/10/2014 20:24,chances ha sera dificil acredito foradilma,992,-1
05/10/2014 20:24,parabens aecio votos brasil ja sao voce ja coracao povo brasileiro queremos mudancas,993,1
05/10/2014 20:24,aci parabens irmao aecionevesoficial time fenomenal aecio aecioneves aeciopresidente 0awv9aiu aciaigaiaci aci,994,1
05/10/2014 20:24,show virada 0awv9ala turno vem gente brasil voltar ser verde amarelo,997,-1
05/10/2014 20:24,parabens aecio brilhante atuacao ate aqui deus ajudar povo honrado presidencia,1000,2
05/10/2014 20:24,caprichetes queremos valorizacao respeito salario lidarmos casais nao deram certo,1001,1
05/10/2014 20:24,rt 0awv9ajm agora x espero bom nivel discussao projetos espero 0awv9ajq espero,1002,1
05/10/2014 20:24,virada melhor sempre juntos parabens,1005,1
05/10/2014 20:23,aecioneves aecioneves aecioneves aecionevesoficial sao sebastiao,1015,1
05/10/2014 20:23,votou marina nao deve votar dilma 0awv9alo turno gente vamos,1022,-1
05/10/2014 20:23,parabens irmao aecionevesoficial time fenomenal aecio aecioneves aeciopresidente 0awv9aiu,1023,1
05/10/2014 20:23,sera pro ganhar segundo turno,1026,0
05/10/2014 20:23,aci todos agora x espero bom nivel discussao projetos espero aciaigaiaci aci,1033,1
05/10/2014 20:23,votos feliz honrados todos gloria deus,1034,1
05/10/2014 20:22,aci aciaig fiz campanha queria ter feito fiz campanha honradaaciaig aecio aciaig parabens feliz aciaig aci,1042,1
05/10/2014 20:22,so eleito ai tudo fica otimo,1053,1
05/10/2014 20:22,ha mes postei tinhamos elogiar aecio determinacao coragem esforco parabens futuro presidente,1055,1
05/10/2014 20:22,aci alento safado ibope caiu p votos c urnas apuradas forcaaciaig montenegro aciaig aci,1056,-1
05/10/2014 20:22,voce vai ganhar voce ganhar bj obg dnd,1057,0
05/10/2014 20:22,democracia brasileira agradece cada voto cada reflexao desejo brasil digno eficiente social vivaobrasil,1059,2
05/10/2014 20:21,tudo der certo vencer acho vc tera mudar,1062,0
05/10/2014 20:21,otimo ganhar principalmente pro estado sp ja governo senado,1066,1
05/10/2014 20:21,agora 0awv9alo turno nao anule voto vote melhor tds c aeciodevirada aecio vamos mudar brasil,1068,1
05/10/2014 20:21,excelentissimo sen aecio neves parabens vitoria chegada 0awv9alo turno arrancada notavel abracos,1070,1
05/10/2014 20:21,brasildecide durante el mundial decian brasil un desastre hoy sobre,1073,-1
05/10/2014 20:21,agora aecioneves ferrou 0awv9ajc sentindo confiante,1075,1
05/10/2014 20:21,vao tudo pra puta q pariu pra cs caralho voto msm demilovatoparapresidenta,1076,-1
05/10/2014 20:21,mto feliz resultado,1078,1
05/10/2014 20:21,esperanca certeza amigo brasil virar situacao,1083,1
