username;date;retweets;favorites;text;geo;mentions;hashtags;id;permalink;sentimento
Fr__Souza;2018-06-07 08:55;0;0;fico imaginando humberto costa jarbas vasconcelos palanque ambos candidatos senado pe deus salve;;;;1004693317181898752;https://twitter.com/Fr__Souza/status/1004693317181898752;['positivo']
DDpiresmont;2018-06-05 16:27;0;0;e vermelhos infiltrados mdb renan katia abreu requiao jarbas vasconcelos segue tao blindado quanto exguerrilheira demais habitantes aba os puros devem estar bilionrios 4dzfuoaset;;;;1004082307672760322;https://twitter.com/DDpiresmont/status/1004082307672760322;['positivo']
PedrosaLeo;2018-06-04 16:40;0;0;senhor acha alianca parlamentares partidos favor golpe contra como exemplo jarbas vasconcelos psb;;@humbertocostapt @dilmabr;;1003723178491990016;https://twitter.com/PedrosaLeo/status/1003723178491990016;['negativo']
zecarlosdopv;2018-06-04 14:45;0;1;logo estarei dividido live amigo jarbas vasconcelos precandidato senador falar urgencias ambientais para semana meio ambiente acompanhe facebookadvjarbasvasco ncelos facebookjosecarlosdopv posts10211957201948914 ;;;;1003694325740470273;https://twitter.com/zecarlosdopv/status/1003694325740470273;['positivo']
Piteira;2018-06-03 12:16;0;0;bate papo interessante sobre jornais deste domingo ze carlos pv jarbas vasconcelos bom domingo todos facebookstoryphpstor y10211696550904737id1096448625 ;;;;1003294314435432448;https://twitter.com/Piteira/status/1003294314435432448;['positivo']
zecarlosdopv;2018-06-03 10:00;0;0;papo sobre jornais domingo jarbas vasconcelos facebookjosecarlosdopv videos10211948627934569;;;;1003260174604423169;https://twitter.com/zecarlosdopv/status/1003260174604423169;['negativo']
bcrispimg;2018-06-02 21:01;0;1; absurdo pensar possibilidade abrir mao candidatura governo estado paulo camara representa e piorar e alianca jarbas vasconcelos crapula essa turma aprende;;@ptpe @MariliaArraes @PSBNacional40 @humbertocostapt;;1003064119367536640;https://twitter.com/bcrispimg/status/1003064119367536640;['negativo']
eduardonino;2018-06-02 19:54;1;0;paulo cmara psb fazendo defesa de lula  verdadeiro igual nota de r voc acredita na unio de paulo cmara humberto costa e jarbas vasconcelos 6jqxejtq14  atus1003047091453743105photo1utmsource1003047091453743105 ;;;#Dia10DigaNaoAHipocrisia #BrasilQuerMariliaGovernadora;1003047121875079168;https://twitter.com/eduardonino/status/1003047121875079168;['positivo']
eduardonino;2018-06-02 19:53;1;1;paulo cmara psb fazendo defesa de lula  verdadeiro igual nota de r voc acredita na unio de paulo cmara humberto costa e jarbas vasconcelos 6jqxejtq14;;;#Dia10DigaNaoAHipocrisia #BrasilQuerMariliaGovernadora;1003047091453743105;https://twitter.com/eduardonino/status/1003047091453743105;['positivo']
eduardonino;2018-06-02 19:51;0;0;paulo cmara fazendo defesa de lula  verdadeiro igual nota de r voc acredita na unio de paulo cmara humberto costa e jarbas vasconcelos 0atuq  atus1003046432457347072photo1utmsource1003046432457347072 ;;;#Dia10DigaNaoAHipocrisia #BrasilQuerMariliaGovernadora;1003046465831342082;https://twitter.com/eduardonino/status/1003046465831342082;['positivo']
eduardonino;2018-06-02 19:51;0;0;paulo cmara fazendo defesa de lula  verdadeiro igual nota de r voc acredita na unio de paulo cmara humberto costa e jarbas vasconcelos 0atuq;;;#Dia10DigaNaoAHipocrisia #BrasilQuerMariliaGovernadora;1003046432457347072;https://twitter.com/eduardonino/status/1003046432457347072;['positivo']
eduardonino;2018-06-02 19:49;0;0;retweeted eduardo paulo cmara fazendo defesa de lula  verdadeiro igual nota de r voc acredita na unio de paulo cmara humberto costa e jarbas vasconcelos;;@eduardonino;#Dia10DigaNaoAHipocrisia #BrasilQuerMariliaGovernadora;1003045966126223360;https://twitter.com/eduardonino/status/1003045966126223360;['positivo']
eduardonino;2018-06-02 19:19;1;2;paulo cmara fazendo defesa de lula  verdadeiro igual nota de r voc acredita na unio de paulo cmara humberto costa e jarbas vasconcelos;;;#Dia10DigaNaoAHipocrisia #BrasilQuerMariliaGovernadora;1003038377833390082;https://twitter.com/eduardonino/status/1003038377833390082;['positivo']
MedardoZoe;2018-06-01 18:21;0;0;jarbas continua mdb o senador fernando bezerra coelho romero juca tentando tomar mdb jarbas vasconcelos no momento jarbas sabe pode ser candidato noticia falsa;;;;1002661554469384194;https://twitter.com/MedardoZoe/status/1002661554469384194;['negativo']
elismarrodrigue;2018-06-01 13:33;0;0;em pernambuco e diferente pode tudo ate jarbas vasconcelos mdb humberto costa pt mesma chapa diferentepodetudoatejarbasvasconcelosmdbhumbertocostaptmesmachapa;;;;1002588971409567745;https://twitter.com/elismarrodrigue/status/1002588971409567745;['negativo']
henriq_muniz;2018-06-01 09:32;0;0;politica eleicoes jarbas humberto mesma chapa xeque mate em pernambuco e diferente pode tudo ate jarbas vasconcelos mdb humberto costa pt mesma chapa a encenacao e grande construcao facebookoabelhudopost s1716311821782498 ;;;;1002528372789055488;https://twitter.com/henriq_muniz/status/1002528372789055488;['negativo']
zecarlosdopv;2018-06-01 07:51;0;0;fui barcarena participar reuniao pessoas simples representam maioria povo acompanhando precandidato senador pv jarbas vasconcelos p um lideres facebookstoryphpstor y10211933284871002id1338378914 ;;;;1002502833072156672;https://twitter.com/zecarlosdopv/status/1002502833072156672;['negativo']
AgoraNoticiasBr;2018-06-01 07:40;4;6;o xequemate em pernambuco e diferente pode tudo ate jarbas vasconcelos mdb humberto costa pt mesma chapa ;;;;1002500064105979904;https://twitter.com/AgoraNoticiasBr/status/1002500064105979904;['negativo']
RoseBarros__;2018-06-01 07:39;94;159;o xequemate em pernambuco e diferente pode tudo ate jarbas vasconcelos mdb humberto costa pt mesma chapa ;;;;1002499984200228864;https://twitter.com/RoseBarros__/status/1002499984200228864;['negativo']
jornal_caruaru;2018-06-01 06:54;0;1;em pernambuco pode tudo ate jarbas vasconcelos mdb humberto costa pt mesma chapa ;;;;1002488611697094657;https://twitter.com/jornal_caruaru/status/1002488611697094657;['negativo']
diadobasta;2018-05-30 08:36;1;1;jarbas vasconcelos esta hora pernambucanos riscarem homem politica 7yppw0kbx;;;;1001789368808476674;https://twitter.com/diadobasta/status/1001789368808476674;['negativo']
el_fabao;2018-05-30 07:36;0;0;em pernambuco sim uma lei estadual governo jarbas vasconcelos mas muitas empresas dao feriado amanha 06;;;;1001774339589660672;https://twitter.com/el_fabao/status/1001774339589660672;['negativo']
ChicoSales;2018-05-29 06:42;4;3;essa capitania hereditaria depravada acabar a imoralidade e passada genetica povo aprender rejeitar carnaval politico aqui filho jarbas vasconcelos desclassificado vergonhosamente vereador ultimo pleito  ;;;;1001398467405713408;https://twitter.com/ChicoSales/status/1001398467405713408;['negativo']
eduardonino;2018-05-28 20:10;5;4;retweeted eduardo deputados pe votaram pra entregar petroleo pre sal empresas estrangeiras shell exnmobil totaletc cadoca pdt pastor eurico phs jarbas vasconcelos mdb kaio manicoba mdb facebookeduardosilvas ouzaposts1807456639276211 ;;@eduardonino;;1001239355942424579;https://twitter.com/eduardonino/status/1001239355942424579;['positivo']
eduardonino;2018-05-28 17:29;16;16;deputados pe votaram pra entregar petroleo pre sal empresas estrangeiras shell exnmobil totaletc cadoca pdt pastor eurico phs jarbas vasconcelos mdb kaio manicoba mdb facebookeduardosilvas ouzaposts1807456639276211 ;;;;1001198716903133192;https://twitter.com/eduardonino/status/1001198716903133192;['positivo']
Paivasil;2018-05-28 12:36;0;0;deputados pe votaram pra entregar petroleo pre sal empresas estrangeiras shell exnmobil totaletc cadoca pdt pastor eurico phs jarbas vasconcelos mdb kaio manicoba mdb fernando monteiro pp dudu fonte pp creuza pereira psb;;;;1001124998403248129;https://twitter.com/Paivasil/status/1001124998403248129;['positivo']
djincidental;2018-05-28 12:05;0;0;faz printi ai  deputados pe votaram pra entregar petroleo pre sal empresas estrangeiras shell exn mobil etc cadoca pdt pastor eurico phs jarbas vasconcelos mdb kaio manicoba facebookdjincidentalp osts10213997807354154 ;;;;1001117271559831552;https://twitter.com/djincidental/status/1001117271559831552;['negativo']
MarceloBacana;2018-05-28 09:39;0;1;jarbas vasconcelos igor normando acertam ponyos fundamentais prol povo para  ;;;;1001080495650803712;https://twitter.com/MarceloBacana/status/1001080495650803712;['negativo']
nibiru201545;2018-05-27 18:20;0;0;mg sim fabio reis se sim flaviano melo ac sim hermes parcianello pr sim hildo rocha ma sim hugo motta pb nao jarbas vasconcelos pe sim joao arruda pr nao jones martins rs sim jose fogaca rs sim jose priante pa sim josi nunes to sim kaio manicoba pe sim laura carneiro rj;;;;1000849370428960773;https://twitter.com/nibiru201545/status/1000849370428960773;['positivo']
nibiru201545;2018-05-27 18:20;0;0;bez sc sim elcione barbalho pa sim fabio ramalho mg sim fabio reis se sim flaviano melo ac sim hermes parcianello pr sim hildo rocha ma sim hugo motta pb nao jarbas vasconcelos pe sim joao arruda pr nao jones martins rs sim jose fogaca rs sim jose priante pa sim josi nunes;;;;1000849203898343425;https://twitter.com/nibiru201545/status/1000849203898343425;['positivo']
cab3ssa;2018-05-27 16:10;0;1;nordestino sabe votar ate vc perguntar intencoes voto acm neto jarbas vasconcelos o pessoal paraiba ainda aprender chutar bunda cassio cunha lima;;;;1000816448074407936;https://twitter.com/cab3ssa/status/1000816448074407936;['negativo']
luismanoel;2018-05-27 13:21;0;0;pernambuco deu nomes respeito politica nacional marco maciel roberto magalhaes gustavo krause jarbas vasconcelos nilo coelho hoje dia mediocres;;;;1000773947544276992;https://twitter.com/luismanoel/status/1000773947544276992;['negativo']
Piteira;2018-05-27 10:39;0;0;na quintafeira passada jarbas vasconcelos precandidato senado programa linha tiro entrevista jornalista carlos mendes entre outros temas jarbas falou sobre possibilidade divisao estado facebookjmpiteirapost s10211652839571981 ;;;;1000733213692694528;https://twitter.com/Piteira/status/1000733213692694528;['positivo']
Piteira;2018-05-27 10:29;0;0;na quintafeira passada jarbas vasconcelos precandidato senado programa linha tiro entrevista jornalista carlos mendes jarbas falou origens oeste para frustracao eleitores politica atual facebookjmpiteirapost s10211652804291099 ;;;;1000730756744908801;https://twitter.com/Piteira/status/1000730756744908801;['positivo']
Piteira;2018-05-27 10:18;0;1;na quintafeira passada jarbas vasconcelos precandidato senado programa linha tiro entrevista jornalista carlos mendes entre outros temas jarbas falou sobre importancia educacao desenvolvimento e deu exemplo facebookjmpiteirapost s10211652741849538 ;;;;1000727917280813057;https://twitter.com/Piteira/status/1000727917280813057;['positivo']
Piteira;2018-05-27 09:56;0;0;na quintafeira passada jarbas vasconcelos precandidato senado programa linha tiro entrevista jornalista carlos mendes ;;;;1000722424562888704;https://twitter.com/Piteira/status/1000722424562888704;['positivo']
BRADO_MIA_FL;2018-05-27 04:02;0;0;new post in clip progressista diario causa operaria online pernambuco jarbas vasconcelos almoca geraldo julio ;;@clipprogressista;;1000633364133670912;https://twitter.com/BRADO_MIA_FL/status/1000633364133670912;['positivo']
verofato;2018-05-25 20:18;0;0;adicionei video playlist  pretensoes politicas jarbas vasconcelos;;@YouTube;;1000154265745321984;https://twitter.com/verofato/status/1000154265745321984;['negativo']
verofato;2018-05-25 16:59;0;0;as origens pretensoes politicas jarbas vasconcelos http;;@YouTube;;1000104172438605824;https://twitter.com/verofato/status/1000104172438605824;['negativo']
verofato;2018-05-25 16:31;0;0;linha tiro jarbas vasconcelos integra http;;@YouTube;;1000097017367027712;https://twitter.com/verofato/status/1000097017367027712;['negativo']
Piteira;2018-05-25 10:22;0;0;jarbas vasconcelos recebeu nesta quintafeira  ;;;;1000004073305800704;https://twitter.com/Piteira/status/1000004073305800704;['positivo']
CarolEduCosta;2018-05-25 00:27;0;0;no inicio noite advogado jarbas vasconcelos fez bate papo eduardo sobre impactos novos acontecimento lei kandir facebookcarolina23cost posts1559471100818790 ;;;;999854444987781121;https://twitter.com/CarolEduCosta/status/999854444987781121;['negativo']
verofato;2018-05-24 21:49;0;0;linha tiro jarbas vasconcelos http;;@YouTube;;999814600135757824;https://twitter.com/verofato/status/999814600135757824;['negativo']
Piteira;2018-05-24 16:34;0;0;resumo primeiro ato lancamento precandidatura jarbas vasconcelos senado federal o evento aconteceu sindicato urbanitarios para dia maio facebookjmpiteirapost s10211637109618742 ;;;;999735329308512256;https://twitter.com/Piteira/status/999735329308512256;['negativo']
Piteira;2018-05-24 16:27;0;0;mais evento sucesso promovido precandidatura jarbas vasconcelos senado federal o foco e desenvolvimento para facebookjmpiteirapost s10211637085818147 ;;;;999733524428140547;https://twitter.com/Piteira/status/999733524428140547;['negativo']
willams_1979;2018-05-24 11:51;0;3;jarbas vasconcelos raul henry juntar pt e vergonhoso;;;;999664227659993088;https://twitter.com/willams_1979/status/999664227659993088;['negativo']
zecarlosdopv;2018-05-23 18:06;0;0;jarbas vasconcelos precandidato senador partido verde acendeu esperanca mudanca facebookjosecarlosdopv videos10211881772183217;;;;999396152016596995;https://twitter.com/zecarlosdopv/status/999396152016596995;['negativo']
RobertoAbrao2;2018-05-21 20:17;0;1;podia ver noticias jornais ai sabia tava acontecendoecendo corrupcao oir exemplo corrupcaode sarney maluf antonio carlos magalhaes delfin jarbas vasconcelos muitos outros roubavam voce podia saber censura ja ouviu falar  status998702455562145792 ;;;;998704321553489921;https://twitter.com/RobertoAbrao2/status/998704321553489921;['negativo']
pauloteogens;2018-05-21 20:06;0;0;mpf vai pedir senado dados sobre emendas jarbas vasconcelos  ;;;;998701715397455875;https://twitter.com/pauloteogens/status/998701715397455875;['negativo']
leonardobv;2018-05-21 17:50;0;0; senhor e simbolo carater palmatoria mundo mpf vai pedir senado dados sobre emendas jarbas vasconcelos   via ;;@jc_pe;;998667318052958209;https://twitter.com/leonardobv/status/998667318052958209;['negativo']
tgcarvalho1986;2018-05-20 18:07;0;4;cortou jarbas vasconcelos ;;;;998309282163675136;https://twitter.com/tgcarvalho1986/status/998309282163675136;['positivo']
Reinaldosl;2018-05-20 12:54;0;0;eresidente oabpa lanca precandidatura senado jarbas vasconcelos advogado eresidente oab ordem advogados brasil secao para reuniu militantes evento sede santaluziaonline201805ere sidenteoabpalancaprehtml ;;;;998230498588745730;https://twitter.com/Reinaldosl/status/998230498588745730;['positivo']
Piteira;2018-05-20 11:08;0;0;pluralidade a precandidatura jarbas vasconcelos senado federal chama atencao desperta curiosidade muitos inegavelmente caminha passos largos cresce alguns importantes segmentos facebookjmpiteirapost s10211614159405001 ;;;;998203860622692352;https://twitter.com/Piteira/status/998203860622692352;['negativo']
MD7news;2018-05-20 05:22;0;0;ministerio publico pedira senado informacoes sobre emendas jarbas vasconcelos  ssonoticia201805ministeriopublicopedirasenadoinformacoessobreemendasjarbasvasconceloshtmlutmsourcetwitterutmmediumcialutmcampaigncompartilhardesktop ;;;;998116624149467136;https://twitter.com/MD7news/status/998116624149467136;['negativo']
MarceloBacana;2018-05-19 21:54;0;1;jarbas vasconcelos entusiasma militancia lancamento precandidatura  ;;;;998003978121154560;https://twitter.com/MarceloBacana/status/998003978121154560;['negativo']
folhabico;2018-05-19 14:46;0;0;precandidato senado pa jarbas vasconcelos visita regiao carajas ndidatosenadopajarbasvasconcelosvisitaregiaocarajasphp ;;;;997896262954504192;https://twitter.com/folhabico/status/997896262954504192;['negativo']
MarceloBacana;2018-05-18 07:51;0;3;jarbas vasconcelos supera barreiras historicas ideologicas precandidatura  4f1hksg;;;;997429574408564736;https://twitter.com/MarceloBacana/status/997429574408564736;['neutro']
EdmarLyra;2018-05-16 15:53;0;0;jarbas vasconcelos encontro pedro simon cristovam buarque discutir cenario politico edmarlyrajarbasvasconc elosencontropedrosimoncristovambuarquediscutircenariopolitico 5;;;;996826044387745793;https://twitter.com/EdmarLyra/status/996826044387745793;['negativo']
u_maldito;2018-05-15 16:41;0;1;vejam ha quantos anos cardeais pernambuco jarbas vasconcelos humberto costa armando monteiro familia campos joao paulo etc poder vivendo regalias privilegios no reelega essa gente  us995266352456880131 ;;;;996475569477947393;https://twitter.com/u_maldito/status/996475569477947393;['positivo']
saboya_jr;2018-05-12 16:51;1;4;caraca matou opositores eu nao sabia ulysses guimaraes paulo brossard jarbas vasconcelos marcos freire mario covas fhc etc assassinados geisel vivendo aprendendo;;;#SQN;995390967900499970;https://twitter.com/saboya_jr/status/995390967900499970;['negativo']
Piteira;2018-05-11 18:03;0;1;pensar solucoes problemas transportes logistica estado dimensoes continentais e pensar quebrar amarras prendem condicao subdesenvolvimento em transmissao vivo tarde hoje jarbas vasconcelos facebookjmpiteirapost s10211563896628463 ;;;;995046817195806721;https://twitter.com/Piteira/status/995046817195806721;['negativo']
frjunioradv;2018-05-11 09:36;0;0;nao esqueca jarbas vasconcelos ainda vai jantares temer nao aceitamos chapa senado individuo traidor desde tempos arraes  atus994918790940057603   atus994918790940057603 ;;@humbertocostapt;;994919110512463872;https://twitter.com/frjunioradv/status/994919110512463872;['neutro']
frjunioradv;2018-05-11 09:36;1;2;nao esqueca jarbas vasconcelos ainda vai jantares temer nao aceitamos chapa senado individuo traidor desde tempos arraes  atus994918790940057603 ;;@humbertocostapt;;994919061543964673;https://twitter.com/frjunioradv/status/994919061543964673;['neutro']
frjunioradv;2018-05-11 09:34;0;0;nao esqueca jarbas vasconcelos ai vai jantares temer nao aceitamos chapa individuo traidor desde tempos arraes;;;;994918790940057603;https://twitter.com/frjunioradv/status/994918790940057603;['neutro']
matheusantospe;2018-05-10 00:18;0;0;imagine jarbas vasconcelos humberto costa palanque palanque incoerencias acontecer humberto defende alianca paulo camara plenario senado  ;;;;994416425283571712;https://twitter.com/matheusantospe/status/994416425283571712;['positivo']
BarretoEcbf;2018-05-09 22:16;0;0;pe adalberto cavalcantiandre paulaaugusto coutinhobetinho gomesbruno araujoeduardo cadocadaniel coelhofernando coelho filhofernando monteirojarbas vasconcelos joao fernando coutinhojorge corte realkaio manicobamarinaldo rosendomendonca filhoricardo teobaldo;;;;994385769363136512;https://twitter.com/BarretoEcbf/status/994385769363136512;['positivo']
fiscaIdotuiter;2018-05-09 21:16;0;0;jantar casais jarbas vasconcelos maria melilo whindersson nunes esposa todos sentados mesma mesa pra quem o garom entrega a conta  tatus994355395459239942 ;;;;994370604924047360;https://twitter.com/fiscaIdotuiter/status/994370604924047360;['positivo']
frjunioradv;2018-05-09 21:08;0;0;sendo respondi twitter dizendo  nao admite jarbas vasconcelos chapa uniao esquerdas um traidor desde tempos arraes  atus994331759406911488   atus994331759406911488 ;;@humbertocostapt;;994368461018140675;https://twitter.com/frjunioradv/status/994368461018140675;['positivo']
frjunioradv;2018-05-09 21:07;0;0;sendo respondi twitter dizendo  nao admite jarbas vasconcelos chapa uniao esquerdas um traidor desde tempos arraes  atus994331759406911488 ;;@humbertocostapt;;994368350447906817;https://twitter.com/frjunioradv/status/994368350447906817;['positivo']
andreguii96;2018-05-09 21:01;0;1;grande jarbas vasconcelos exgovernador daqui pernambuco;;;;994366854364876802;https://twitter.com/andreguii96/status/994366854364876802;['negativo']
BrenoDiPaula;2018-05-09 20:53;0;0;eu to revoltado ptpe fazendo alianca jarbas vasconcelos psb apoiou golpeaecio rifando candidatura marilia arraes governo estado uma vergonha escarnio porra fazer alianca pmdb psb partidos direita golpistas;;;;994364646588080128;https://twitter.com/BrenoDiPaula/status/994364646588080128;['neutro']
SergioSC01;2018-05-09 20:21;0;1;curioso saber elicacao jarbas vasconcelos dara pois sempre postura anti pt se acontecer perdera completamente credibilidade;;;;994356783681548288;https://twitter.com/SergioSC01/status/994356783681548288;['positivo']
BrenoDiPaula;2018-05-09 20:19;0;0;pode ser sindrome estocolmo  safadeza coligarpsb apoiou golpeaecio desafeto historico jarbas vasconcelos estamos sendo motivo chacotas estado direita alianca esdruxula  poder poder amor cargos;;;;994356181761167360;https://twitter.com/BrenoDiPaula/status/994356181761167360;['neutro']
peaovivo;2018-05-09 20:02;0;0;em segunda colocacao aparece mendonca filho dem 5 terceira colocacao jarbas vasconcelos 2 ;;;;994352051797856256;https://twitter.com/peaovivo/status/994352051797856256;['negativo']
amsterdansantos;2018-05-09 20:02;0;0;em segunda colocacao aparece mendonca filho dem 5 terceira colocacao jarbas vasconcelos 2 ;;;;994351988786778112;https://twitter.com/amsterdansantos/status/994351988786778112;['negativo']
frjunioradv;2018-05-09 18:44;0;1;sendo respondi twitter dizendo  nao admite jarbas vasconcelos chapa uniao esquerdas um traidor desde tempos arraes;;@humbertocostapt;;994332372958097415;https://twitter.com/frjunioradv/status/994332372958097415;['positivo']
frjunioradv;2018-05-09 18:35;0;0;nao admite jarbas vasconcelos chapa uniao esquerdas um traidor desde tempos arraes;;;;994330141953265667;https://twitter.com/frjunioradv/status/994330141953265667;['positivo']
frjunioradv;2018-05-09 14:30;0;0;jarbas vasconcelos chapa numa chapa senado e risivel majoritaria sendo pc gargalhadas esqueceram alias ;;@humbertocostapt @governope @PDT_Nacional;;994268455825281029;https://twitter.com/frjunioradv/status/994268455825281029;['neutro']
politicalivre;2018-05-09 07:29;0;0;frase dia jarbas vasconcelos ;;;;994162486990508032;https://twitter.com/politicalivre/status/994162486990508032;['negativo']
arturams;2018-05-09 05:40;0;0;ciro quer apoio jarbas vasconcelos jaques wagner pq homens serios ;;;;994134927032619010;https://twitter.com/arturams/status/994134927032619010;['positivo']
boscomedeiro;2018-05-08 00:54;0;0;nao quero quadrilha pmdb governo existem la pessoas serias exemplo jarbas vasconcelos  famoso viagra lista odebrecht 5ziyutm;;@cirogomes;;993700719894106112;https://twitter.com/boscomedeiro/status/993700719894106112;['positivo']
esmacoficial;2018-05-07 21:13;0;0;palestra npj debate aspectos controversos reforma trabalhista a palestra sendo administrada eresidente oab jarbas vasconcelos jarbas esclareceu pontos polemicos sobre facebookesmacmadrecel posts1034150663402903 ;;;;993645004827582465;https://twitter.com/esmacoficial/status/993645004827582465;['positivo']
MarceloBacana;2018-05-07 17:24;0;1;jarbas vasconcelos aponta importancia historica braganca  8syhk;;;;993587365141778433;https://twitter.com/MarceloBacana/status/993587365141778433;['positivo']
siteolabahia;2018-05-06 15:14;1;0;exbbb curte turquia deputado jarbas vasconcelos bbbcurteturquiadeputadojarbasvasconcelos;;;;993192391996821509;https://twitter.com/siteolabahia/status/993192391996821509;['neutro']
BesseLucas;2018-05-06 02:14;0;2;jarbas vasconcelos ex bbb mundo e braba mds ;;;;992996072007008256;https://twitter.com/BesseLucas/status/992996072007008256;['negativo']
_indieota;2018-05-06 00:44;0;2;acredito jarbas vasconcelos sugar baby ;;;;992973302997094401;https://twitter.com/_indieota/status/992973302997094401;['neutro']
De2011vargas;2018-05-06 00:11;0;6;o novo deve ser jarbas vasconcelos ;;;;992965013597024256;https://twitter.com/De2011vargas/status/992965013597024256;['negativo']
lhdrsos;2018-05-05 18:46;0;0;agora chegou ponto ridiculo ex bbb namorar deputado anos jarbas vasconcelos ex bbb maria mello ta interesse onde vejo amor nisso elilocurteviagemromanticadeputado75anos;;;;992883179878076416;https://twitter.com/lhdrsos/status/992883179878076416;['negativo']
Sonateac;2018-05-05 16:38;0;0;   saiu  ;;;#jarbasvasconcelos;992851071306518528;https://twitter.com/Sonateac/status/992851071306518528;['negativo']
jornalextra;2018-05-05 15:00;0;12;maria melilo passa dias romanticos deputado jarbas vasconcelos turquia ;;;;992826259154419713;https://twitter.com/jornalextra/status/992826259154419713;['positivo']
Michel_Telles;2018-05-05 12:45;0;1;exbbb curte turquia deputado  ;;;#JarbasVasconcelos #;992792377562730496;https://twitter.com/Michel_Telles/status/992792377562730496;['neutro']
raphaelscostarj;2018-05-05 12:19;0;0;maria melilo passa dias romanticos deputado jarbas vasconcelos turquia  melilopassadiasromanticosdeputadojarbasvasconcelosturquia22655640html  isso  e romance nada isso e vadia aproveitando velho idiota q sabe exatamente q acontecendo tb aproveita situacao relacao aproveitadores;;;;992785960571166721;https://twitter.com/raphaelscostarj/status/992785960571166721;['neutro']
NeideSa75387839;2018-05-05 10:54;0;0;maria melilo passa dias romanticos deputado jarbas vasconcelos  e pagando pato;;@JornalExtra;;992764579787739136;https://twitter.com/NeideSa75387839/status/992764579787739136;['negativo']
lukaportela;2018-05-05 10:49;0;0;maria melilo passa dias romanticos deputado jarbas vasconcelos  o namoro dois vai tao bem maria anos apelido carinhoso deputado jaja ;;@JornalExtra;;992763281503866880;https://twitter.com/lukaportela/status/992763281503866880;['positivo']
glossquefaltava;2018-05-05 10:47;0;2;passa dias romanticos deputado jarbas vasconcelos turquia ;;;#MariaMelilo;992762612487217152;https://twitter.com/glossquefaltava/status/992762612487217152;['negativo']
MomentsWeb;2018-05-05 10:47;0;1;passa dias romanticos deputado jarbas vasconcelos turquia ;;;#MariaMelilo;992762599623266305;https://twitter.com/MomentsWeb/status/992762599623266305;['negativo']
Mau_Velasques;2018-05-05 10:13;0;1;essa coragem ;;@JornalExtra;;992754036624515072;https://twitter.com/Mau_Velasques/status/992754036624515072;['negativo']
guuHFeliciano;2018-05-05 06:36;0;0;maria melilo passa dias romanticos deputado jarbas vasconcelos turquia ;;;;992699472856604675;https://twitter.com/guuHFeliciano/status/992699472856604675;['positivo']
OthelinoSilva;2018-05-05 06:03;0;0;maria melilo passa dias romanticos deputado jarbas vasconcelos turquia ;;;;992691140041129984;https://twitter.com/OthelinoSilva/status/992691140041129984;['positivo']
anjobandidoo;2018-05-05 05:55;0;0;maria melilo passa dias romanticos deputado jarbas vasconcelos turquia ;;;;992689185290051584;https://twitter.com/anjobandidoo/status/992689185290051584;['positivo']
